RECORD_KEY,MASTER_660_ID,ORIGINE,NOVITA,COMUNE,TITOLO,TIPOLOGIA,INDIRIZZO,TARGET_RICERCA,STATO_RICERCA,LAT,LON,GEOCODE_DISPLAY,CATASTO_LOCAL_ID,CODICE_BELFIORE,FOGLIO_RAW,PARTICELLA,FONTE_CATASTO,URL_SEGNALE,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO_CATASTO
M660-1,1,MASTER_660,NO,Chiomonte,Appartamento in in vendita da privato a Chiomonte via III Reggimento ...,APPARTAMENTO,via III Reggimento,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.trovacasa.it/annunci/to-tc-3427-72524015,2026-08-28T10:58:40.670411+00:00,2026-09-03T18:53:34.067580+00:00
M660-2,2,MASTER_660,NO,San Giorio di Susa,Vendita Villa unifamiliare in frazione Città San Giorio di Susa. Buono ...,VILLA,frazione Città San Giorio di Susa. Buono,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/64042064/,2026-08-28T10:58:40.671829+00:00,2026-09-03T18:53:34.067599+00:00
M660-3,3,MASTER_660,NO,Chiusa di San Michele,Villa in in vendita da privato a Chiusa di San Michele borgata ...,VILLA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.trovacasa.it/annunci/to-tc-3427-72776904,2026-08-21T12:20:59.475462+00:00,2026-09-03T18:53:34.067611+00:00
M660-4,4,MASTER_660,NO,Collegno,Case in Vendita da Privati Collegno - ClickCase.it,ALTRO_NON_DETERMINATO,viale XXIV Maggio 54,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.clickcase.it/annunci/vendita-case-privati-collegno.html,2026-08-21T12:20:59.475506+00:00,2026-09-03T18:53:34.067617+00:00
M660-5,5,MASTER_660,NO,Oulx,236 immobili in vendita a Oulx - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/oulx,2026-08-21T12:20:59.475648+00:00,2026-09-03T18:53:34.067623+00:00
M660-6,6,MASTER_660,NO,Rivoli,Case in Vendita da Privati Rivoli - ClickCase.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.clickcase.it/annunci/vendita-case-privati-rivoli.html,2026-08-23T09:11:13.222671+00:00,2026-09-03T18:53:34.067628+00:00
M660-7,7,MASTER_660,NO,Condove,Vendita Rustico in Borgata Pralesio Superiore Condove. Da ristrutturare ...,RUSTICO_CASALE_BAITA,Borgata Pralesio Superiore Condove. Da ristrutturare,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129732716/,2026-08-27T21:04:17.079997+00:00,2026-09-03T18:53:34.067634+00:00
M660-8,8,MASTER_660,NO,Rubiana,Rubiana - 374 case in vendita in Rubiana de Nuroa.it,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nuroa.it/vendita-immobili/rubiana,2026-08-28T05:06:35.531236+00:00,2026-09-03T18:53:34.067639+00:00
M660-9,9,MASTER_660,NO,Alpignano,Appartamenti in vendita Alpignano - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/alpignano/,2026-08-27T21:04:17.079119+00:00,2026-09-03T18:53:34.067643+00:00
M660-10,10,MASTER_660,NO,Oulx,Case in vendita Oulx - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/oulx/,2026-08-27T21:04:17.080382+00:00,2026-09-03T18:53:34.067647+00:00
M660-11,11,MASTER_660,NO,Almese,Case in vendita Almese - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/almese/,2026-08-28T05:06:35.529748+00:00,2026-09-03T18:53:34.067651+00:00
M660-12,12,MASTER_660,NO,Alpignano,Case in vendita Alpignano - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/alpignano/,2026-08-28T05:06:35.529812+00:00,2026-09-03T18:53:34.067655+00:00
M660-13,13,MASTER_660,NO,Collegno,Case in vendita Collegno - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/collegno/,2026-08-28T05:06:35.530463+00:00,2026-09-03T18:53:34.067660+00:00
M660-14,14,MASTER_660,NO,Collegno,Appartamenti in vendita Collegno - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/collegno/,2026-08-28T05:06:35.530468+00:00,2026-09-03T18:53:34.067664+00:00
M660-15,15,MASTER_660,NO,Chiomonte,Case in vendita Chiomonte - Immobili - Subito.it,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/chiomonte/,2026-08-28T10:58:40.670405+00:00,2026-09-03T18:53:34.067699+00:00
M660-16,16,MASTER_660,NO,San Didero,Rustico in val di susa - san didero - Terreni e rustici In vendita a Torino,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.subito.it/terreni-e-rustici/rustico-in-val-di-susa-san-didero-torino-658557461.htm,2026-08-28T10:58:40.671700+00:00,2026-09-03T18:53:34.067705+00:00
M660-17,17,MASTER_660,NO,Villar Dora,Annunci di case in vendita a Villar Dora centro città,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://torino.bakeca.it/annunci/vendita-case/luogo/villar+dora/,2026-08-28T10:58:40.672276+00:00,2026-09-03T18:53:34.067711+00:00
M660-18,18,MASTER_660,NO,Grugliasco,"Capannone Strada Antica di Grugliasco 111, Grugliasco, Rif. 129027088 ...",CAPANNONE_MAGAZZINO,Strada Antica di Grugliasco 111,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129027088/,2026-08-28T05:06:35.530749+00:00,2026-09-03T18:53:34.067718+00:00
M660-19,19,MASTER_660,NO,Grugliasco,"Capannone corso Canonico Giuseppe Allamano 34, Grugliasco, Rif ...",CAPANNONE_MAGAZZINO,corso Canonico Giuseppe Allamano 34,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131506522/,2026-08-28T05:06:35.530753+00:00,2026-09-03T18:53:34.067724+00:00
M660-20,20,MASTER_660,NO,Rivoli,"Capannone corso Canonico Giuseppe Allamano 123, Rivoli, Rif. 130692472 ...",CAPANNONE_MAGAZZINO,corso Canonico Giuseppe Allamano 123,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130692472/,2026-08-28T05:06:35.531064+00:00,2026-09-03T18:53:34.067730+00:00
M660-21,21,MASTER_660,NO,Collegno,Capannone in Vendita in Via Vittorio Sassi 26 a Collegno,CAPANNONE_MAGAZZINO,Via Vittorio Sassi 26,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.casa.it/immobili/52282643/,2026-08-28T10:58:40.670597+00:00,2026-09-03T18:53:34.067736+00:00
M660-22,22,MASTER_660,NO,Condove,"22 locale commerciales circolo in affitto a Bar, Condove - Trovit",PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/affitto-negozio-circolo-bar,2026-08-28T10:58:40.670711+00:00,2026-09-03T18:53:34.067741+00:00
M660-23,23,MASTER_660,NO,Moncenisio,Il Colle del Moncenisio: cosa vedere e fare - Visit Val di Susa,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://visitvaldisusa.it/moncenisio-la-porta-delle-alpi/,2026-08-28T10:58:40.671134+00:00,2026-09-03T18:53:34.067747+00:00
M660-24,24,MASTER_660,NO,Reano,Terreno Reano - 10 terreni in vendita in Reano de Nuroa.it,TERRENO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nuroa.it/vendita-immobili/terreno-reano,2026-08-28T10:58:40.671373+00:00,2026-09-03T18:53:34.067752+00:00
M660-25,25,MASTER_660,NO,Rivoli,"Capannone via Albenga 124, Rivoli, Rif. 128364064 - Immobiliare.it",CAPANNONE_MAGAZZINO,via Albenga 124,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/128364064/,2026-08-28T10:58:40.671476+00:00,2026-09-03T18:53:34.067757+00:00
M660-26,26,MASTER_660,NO,Sant'Antonino di Susa,"Lo stabilimento Ex Sogefi è in vendita, gli operai lo scoprono ... - Today",ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.today.it/attualita/ex-sogefi-vendita-immobiliare-capannone-sant-antonino-di-susa-purflux-group.html,2026-08-28T10:58:40.671913+00:00,2026-09-03T18:53:34.067763+00:00
M660-27,27,MASTER_660,NO,Almese,160 immobili in vendita a Almese - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/almese,2026-08-21T12:20:59.475157+00:00,2026-09-03T18:53:34.067767+00:00
M660-28,28,MASTER_660,NO,Bussoleno,Case a Bussoleno. Immobili in affitto a Bussoleno - Nestoria,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/affitto/bussoleno,2026-08-28T05:06:35.530149+00:00,2026-09-03T18:53:34.067771+00:00
M660-29,29,MASTER_660,NO,Coazze,Albo Pretorio Digitale - Comune Di Coazze,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?CE=czz436,2026-08-28T05:06:35.530418+00:00,2026-09-03T18:53:34.067777+00:00
M660-30,30,MASTER_660,NO,Rivoli,"Locale commerciale viale Carrù 22, Rivoli, Rif. 124764219 - Immobiliare.it",NEGOZIO_COMMERCIALE,viale Carrù 22,SI,NESSUN_MAPPALE_AL_PUNTO,45.0754556,7.5526588,"Viale Carrù, Maiasco, Cascine Vica, Rivoli, Torino, Piemonte, 10098, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/124764219/,2026-08-28T05:06:35.531037+00:00,2026-09-03T19:07:40.234919+00:00
M660-31,31,MASTER_660,NO,Rivoli,30 Uffici in affitto a Rivoli - Mitula Case,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://immobiliare.mitula.it/affitto-ufficio-rivoli,2026-08-28T05:06:35.531050+00:00,2026-09-03T18:53:36.900426+00:00
M660-32,32,MASTER_660,NO,Rosta,"Ufficio - Studio corso Moncenisio 63, Rosta, Rif. 128238490 ...",UFFICIO,corso Moncenisio 63,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/128238490/,2026-08-28T05:06:35.531142+00:00,2026-09-03T18:53:36.900442+00:00
M660-33,33,MASTER_660,NO,Rosta,"Ufficio - Studio corso Moncenisio 63, Rosta, Rif. 130332372 ...",UFFICIO,corso Moncenisio 63,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130332372/,2026-08-28T05:06:35.531146+00:00,2026-09-03T18:53:36.900448+00:00
M660-34,34,MASTER_660,NO,Rosta,Ufficio in Vendita a Rosta Cod. CG 913460 - promogest.org,UFFICIO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.promogest.org/i/7897704597--vendita-ufficio-rosta.html,2026-08-28T05:06:35.531151+00:00,2026-09-03T18:53:36.900456+00:00
M660-35,35,MASTER_660,NO,Sangano,Locale Commerciale In Ad Sangano In Affitto In Italia | Waa2,NEGOZIO_COMMERCIALE,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.waa2.it/affitto/locale-commerciale-in-ad-sangano,2026-08-28T05:06:35.531336+00:00,2026-09-03T18:53:36.900461+00:00
M660-36,36,MASTER_660,NO,Val della Torre,"Bilocale all'asta in Via Val della Torre, 62 - idealista",APPARTAMENTO,"Via Val della Torre, 62",SI,NESSUN_MAPPALE_AL_PUNTO,45.1263423,7.4911606,"Via Val della Torre, Grange di Brione, Caselette, Unione Montana di Comuni delle Valli di Lanzo, Ceronda e Casternone, Torino, Piemonte, 10091, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36090544/,2026-08-28T05:06:35.531589+00:00,2026-09-03T19:07:41.093717+00:00
M660-37,37,MASTER_660,NO,Buttigliera Alta,Locale commerciale in Vendita in Corso Torino 6 a Buttigliera Alta ...,NEGOZIO_COMMERCIALE,Corso Torino 6,SI,NESSUN_MAPPALE_AL_PUNTO,45.0834176,7.4315264,"Corso Torino, Ferriera, Buttigliera Alta, Torino, Piemonte, 10051, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.casa.it/immobili/54618135/,2026-08-28T10:58:40.670276+00:00,2026-09-03T19:07:42.261236+00:00
M660-38,38,MASTER_660,NO,Grugliasco,Locale Commerciale Grugliasco - 157 locali comerciali in affito in ...,PAGINA_RICERCA_CATEGORIA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nuroa.it/affitto-case/locale-commerciale-grugliasco,2026-08-28T10:58:40.670925+00:00,2026-09-03T18:53:41.845605+00:00
M660-39,39,MASTER_660,NO,Oulx,Locale Commerciale Oulx - 38 locali comerciali in vendita in Oulx de ...,PAGINA_RICERCA_CATEGORIA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nuroa.it/vendita-immobili/locale-commerciale-oulx,2026-08-28T10:58:40.671182+00:00,2026-09-03T18:53:41.845618+00:00
M660-40,40,MASTER_660,NO,Rivoli,"Locale commerciale piazza Martiri della libertà 5, Rivoli, Rif ...",NEGOZIO_COMMERCIALE,piazza Martiri della libertà 5,SI,MAPPALE_VERIFICATO,45.0697584,7.5197239,"Piazza Martiri della Libertà, Cascine Vica, Rivoli, Torino, Piemonte, 10098, Italia",IT.AGE.PLA.H355_003300.96,H355,003300,96,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127065271/,2026-08-28T10:58:40.671430+00:00,2026-09-03T18:53:41.845628+00:00
M660-41,41,MASTER_660,NO,Rivoli,Locali commerciali in affitto 1000 euro a Rivoli - Mitula Case,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://immobiliare.mitula.it/affitto-locale-commerciale-rivoli-1000-euro,2026-08-28T10:58:40.671437+00:00,2026-09-03T18:53:43.965349+00:00
M660-42,42,MASTER_660,NO,Rivoli,Vendita Appartamento Rivoli. Bilocale in via Rita Levi Montalcini ...,APPARTAMENTO,via Rita Levi Montalcini,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/96526342/,2026-08-28T10:58:40.671482+00:00,2026-09-03T18:53:43.965366+00:00
M660-43,43,MASTER_660,NO,Rivoli,"Vendita Appartamento Rivoli. Trilocale in via Piol 18. Nuovo, terzo ...",APPARTAMENTO,via Piol 18,SI,MAPPALE_VERIFICATO,45.0714495,7.5157382,"18, Via Fratelli Piol, Rivoli, Torino, Piemonte, 10098, Italia",IT.AGE.PLA.H355_003400.57,H355,003400,57,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/128883726/,2026-08-28T10:58:40.671495+00:00,2026-09-03T18:53:43.965376+00:00
M660-44,44,MASTER_660,NO,Rosta,10 locale commerciales in affitto a Rosta - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/affitto-negozio-rosta,2026-08-28T10:58:40.671553+00:00,2026-09-03T18:53:46.348358+00:00
M660-45,45,MASTER_660,NO,Sangano,2 locale commerciales in affitto a Sangano - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/affitto-negozio-sangano,2026-08-28T10:58:40.671887+00:00,2026-09-03T18:53:46.348374+00:00
M660-46,46,MASTER_660,NO,Val della Torre,Casa indipendente in Vendita a Val Della Torre,CASA_INDIPENDENTE_TERRATETTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://all.biz/it-it/casa-indipendente-in-vendita-a-val-della-torre-g48045,2026-08-28T10:58:40.672180+00:00,2026-09-03T18:53:46.348388+00:00
M660-47,47,MASTER_660,NO,Bussoleno,"Bussoleno-Complesso immobiliare con varie destinazioni, ottima ...",ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.ladimoraimmobiliare.com/complesso-immobiliare-con-varie-destinazioni-ottima-opportunita-di-investimento/,2026-08-28T05:06:35.530159+00:00,2026-09-03T18:53:46.348396+00:00
M660-48,48,MASTER_660,NO,Bussoleno,"Casa indipendente in vendita Via San Lorenzo 2, Bussoleno",CASA_INDIPENDENTE_TERRATETTO,Via San Lorenzo 2,SI,NESSUN_MAPPALE_AL_PUNTO,45.1417008,7.1516431,"Via San Lorenzo, Argiassera, Bussoleno, Torino, Piemonte, 10053, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.attico.it/immobile-casa+indipendente-piemonte-bussoleno-54425376/,2026-08-28T05:06:35.530164+00:00,2026-09-03T19:07:43.203109+00:00
M660-49,49,MASTER_660,NO,Alpignano,13 immobili zona belvedere in vendita a Alpignano - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/zona-belvedere-alpignano,2026-08-27T21:04:17.079110+00:00,2026-09-03T18:53:48.694912+00:00
M660-50,50,MASTER_660,NO,Avigliana,"Villetta bifamiliare in vendita in Via Cesare Battisti, 19, Avigliana ...",VILLA,Via Cesare Battisti 19,SI,NESSUN_MAPPALE_AL_PUNTO,45.0772285,7.3981969,"Via Cesare Battisti, Chiattera, Avigliana, Torino, Piemonte, 10051, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36653195/,2026-08-27T21:04:17.079293+00:00,2026-09-03T19:07:44.013665+00:00
M660-51,51,MASTER_660,NO,Avigliana,"Appartamento in vendita in Via Felice Goffi, 6, Avigliana - idealista",APPARTAMENTO,Via Felice Goffi 6,SI,MAPPALE_VERIFICATO,45.0968870,7.4057820,"Via Felice Goffi, Ponte Dora, Grangia, Avigliana, Torino, Piemonte, 10051, Italia",IT.AGE.PLA.A518_000300.825,A518,000300,825,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36626365/,2026-08-27T21:04:17.079307+00:00,2026-09-03T18:53:51.414677+00:00
M660-52,52,MASTER_660,NO,Avigliana,"Quadrilocale in vendita in Via Avigliana, 13 - idealista",APPARTAMENTO,Via Avigliana 13,SI,NESSUN_MAPPALE_AL_PUNTO,45.0488684,7.3739816,"Via Avigliana, Brossa, Giaveno, Torino, Piemonte, 10094, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36264890/,2026-08-27T21:04:17.079314+00:00,2026-09-03T19:07:44.824619+00:00
M660-53,53,MASTER_660,NO,Avigliana,"Quadrilocale in vendita in Via Avigliana, 28 - idealista",APPARTAMENTO,Via Avigliana 28,SI,NESSUN_MAPPALE_AL_PUNTO,45.0488684,7.3739816,"Via Avigliana, Brossa, Giaveno, Torino, Piemonte, 10094, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36626970/,2026-08-27T21:04:17.079322+00:00,2026-09-03T19:07:45.650739+00:00
M660-54,54,MASTER_660,NO,Avigliana,"Trilocale all'asta in Via Avigliana, 18 - idealista",APPARTAMENTO,Via Avigliana 18,SI,NESSUN_MAPPALE_AL_PUNTO,45.0488684,7.3739816,"Via Avigliana, Brossa, Giaveno, Torino, Piemonte, 10094, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36652455/,2026-08-27T21:04:17.079329+00:00,2026-09-03T19:07:46.360890+00:00
M660-55,55,MASTER_660,NO,Borgone Susa,"Trilocale in vendita in Via A. Abegg, 41, Borgone Susa - idealista",APPARTAMENTO,Via A. Abegg 41,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36629494/,2026-08-27T21:04:17.079459+00:00,2026-09-03T18:54:00.929582+00:00
M660-56,56,MASTER_660,NO,Bussoleno,30 immobili asta in vendita a Bussoleno - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/asta-bussoleno,2026-08-27T21:04:17.079560+00:00,2026-09-03T18:54:01.490390+00:00
M660-57,57,MASTER_660,NO,Coazze,224 immobili in vendita a Coazze - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/coazze,2026-08-27T21:04:17.079828+00:00,2026-09-03T18:54:01.490404+00:00
M660-58,58,MASTER_660,NO,Collegno,"COLLEGNO, VENDESI APPARTAMENTO A 98.000 € | TorinoCintura",APPARTAMENTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.torinocintura.it/2026/08/25/collegno-vendesi-appartamento-a-98-000-e/,2026-08-27T21:04:17.079885+00:00,2026-09-03T18:54:01.490418+00:00
M660-59,59,MASTER_660,NO,Collegno,Vendita Appartamento Collegno. Bilocale in via Fabbrichetta 1. Ottimo ...,APPARTAMENTO,via Fabbrichetta 1,SI,MAPPALE_VERIFICATO,45.0713071,7.5629676,"Via Fabbrichetta, Terracorta, Leumann, Collegno, Torino, Piemonte, 10093, Italia",IT.AGE.PLA.C860_0007B0.301,C860,0007B0,301,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130102440/,2026-08-27T21:04:17.079938+00:00,2026-09-03T18:54:01.490424+00:00
M660-60,60,MASTER_660,NO,Giaveno,161 immobili borgata in vendita a Giaveno - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/borgata-giaveno,2026-08-27T21:04:17.080080+00:00,2026-09-03T18:54:04.199114+00:00
M660-61,61,MASTER_660,NO,Rivoli,Indipendente Rivoli - 182 case in vendita in Rivoli de Nuroa.it,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nuroa.it/vendita-immobili/indipendente-rivoli,2026-08-27T21:04:17.080622+00:00,2026-09-03T18:54:04.199135+00:00
M660-62,62,MASTER_660,NO,Venaus,13 immobili in vendita a Venaus - Trovit,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://case.trovit.it/venaus,2026-08-27T21:04:17.081283+00:00,2026-09-03T18:54:04.199142+00:00
M660-63,63,MASTER_660,NO,Alpignano,Case in vendita da Privati a Alpignano - CasaDaPrivato.it,ALTRO_NON_DETERMINATO,Via G. Mazzini 30,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.casadaprivato.it/annunci-vendita/immobili/torino-alpignano,2026-08-28T05:06:35.529806+00:00,2026-09-03T18:54:04.199149+00:00
M660-64,64,MASTER_660,NO,Bardonecchia,"Vendita Appartamento Bardonecchia. Bilocale in via generale cantore, 11 ...",APPARTAMENTO,via generale cantore 11,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126542873/,2026-08-28T05:06:35.530034+00:00,2026-09-03T18:54:04.199165+00:00
M660-65,65,MASTER_660,NO,Borgone Susa,Vendita Terratetto plurifamiliare in frazione Chiampano Borgone Susa ...,CASA_INDIPENDENTE_TERRATETTO,frazione Chiampano Borgone Susa,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130136162/,2026-08-28T05:06:35.530066+00:00,2026-09-03T18:54:04.696503+00:00
M660-66,66,MASTER_660,NO,Collegno,"COLLEGNO, VENDESI APPARTAMENTO A 98.000 € | ValsusaOggi",APPARTAMENTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.valsusaoggi.it/collegno-vendesi-appartamento-a-98-000-e/,2026-08-28T05:06:35.530456+00:00,2026-09-03T18:54:04.696524+00:00
M660-67,67,MASTER_660,NO,Susa,Val Susa Indipendente - 36 case in vendita in Susa de Nuroa.it,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nuroa.it/vendita-immobili/val-susa-indipendente,2026-08-28T05:06:35.531430+00:00,2026-09-03T18:54:04.696533+00:00
M660-68,68,MASTER_660,NO,Oulx,"Immobile Appartamento in Piazza Mistral 2, Oulx (TO) 158.000 €, 51.99 ...",APPARTAMENTO,Piazza Mistral 2,SI,NESSUN_MAPPALE_AL_PUNTO,45.0287206,6.8325930,"Piazza Federico Mistral, San Marco, Oulx, Torino, Piemonte, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.gabetti.it/vendita/oulx/appartamento/3254485,2026-08-28T10:58:40.671172+00:00,2026-09-03T19:07:47.302136+00:00
