RECORD_KEY,MASTER_660_ID,ORIGINE,NOVITA,COMUNE,TITOLO,TIPOLOGIA,INDIRIZZO,TARGET_RICERCA,STATO_RICERCA,LAT,LON,GEOCODE_DISPLAY,CATASTO_LOCAL_ID,CODICE_BELFIORE,FOGLIO_RAW,PARTICELLA,FONTE_CATASTO,URL_SEGNALE,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO_CATASTO
M660-536,536,MASTER_660,NO,Rivoli,Vendita Terratetto unifamiliare in via capra 21 Rivoli. Da ...,CASA_INDIPENDENTE_TERRATETTO,via capra 21,SI,NESSUN_MAPPALE_AL_PUNTO,45.0751920,7.5155714,"Via Capra, Rivoli, Torino, Piemonte, 10098, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131988316/,2026-08-27T21:04:17.080693+00:00,2026-09-03T19:08:57.144382+00:00
M660-537,537,MASTER_660,NO,Rivoli,Vendita Appartamento Rivoli. Trilocale in via Aosta 19. Ottimo stato ...,APPARTAMENTO,via Aosta 19,SI,NESSUN_MAPPALE_AL_PUNTO,45.0692742,7.5480676,"Via Aosta, Maiasco, Cascine Vica, Tetti Neirotti, Rivoli, Torino, Piemonte, 10098, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126971709/,2026-08-27T21:04:17.080698+00:00,2026-09-03T19:08:57.680719+00:00
M660-538,538,MASTER_660,NO,Rivoli,Vendita Appartamento Rivoli. Bilocale in via Fratelli Macario 7. Ottimo ...,APPARTAMENTO,via Fratelli Macario 7,SI,NESSUN_MAPPALE_AL_PUNTO,45.0670941,7.5376026,"Via Fratelli Macario, Cascine Vica, Tetti Neirotti, Rivoli, Torino, Piemonte, 10098, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130233618/,2026-08-27T21:04:17.080704+00:00,2026-09-03T19:08:58.275437+00:00
M660-539,539,MASTER_660,NO,Rosta,Vendita Villa unifamiliare in via corbiglia 36 Rosta. Buono stato ...,VILLA,via corbiglia 36,SI,NESSUN_MAPPALE_AL_PUNTO,45.0669603,7.4630136,"Via Corbiglia, Ponata, Rosta, Torino, Piemonte, 10040, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/122421324/,2026-08-27T21:04:17.080727+00:00,2026-09-03T19:08:58.890242+00:00
M660-540,540,MASTER_660,NO,Rosta,"Vendita Appartamento Reggio Emilia. Quadrilocale, Da ristrutturare ...",APPARTAMENTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131542006/,2026-08-27T21:04:17.080732+00:00,2026-09-03T18:59:47.280829+00:00
M660-541,541,MASTER_660,NO,Rosta,"Vendita Casale in via Rosta 185 Rivoli. Da ristrutturare, 242 m², rif ...",RUSTICO_CASALE_BAITA,via Rosta 185,SI,MAPPALE_VERIFICATO,45.0525788,7.4726935,"Via Rosta, Rosta, Torino, Piemonte, 10040, Italia",IT.AGE.PLA.H583_002300.192,H583,002300,192,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/125478555/,2026-08-27T21:04:17.080739+00:00,2026-09-03T19:08:59.477235+00:00
M660-542,542,MASTER_660,NO,Rosta,"Vendita Villa bifamiliare in via Piave 53 Rosta. Buono stato, posto ...",VILLA,via Piave 53,SI,MAPPALE_VERIFICATO,45.0743056,7.4589025,"Via Piave, Ponata, Rosta, Torino, Piemonte, 10040, Italia",IT.AGE.PLA.H583_001300.437,H583,001300,437,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129504650/,2026-08-27T21:04:17.080744+00:00,2026-09-03T19:09:00.056468+00:00
M660-543,543,MASTER_660,NO,Rosta,"Locale commerciale piazza san michele 1, Rosta, Rif. 129761124 ...",NEGOZIO_COMMERCIALE,piazza san michele 1,SI,NESSUN_MAPPALE_AL_PUNTO,45.0693884,7.4645713,"Piazza San Michele, Ponata, Rosta, Torino, Piemonte, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129761124/,2026-08-27T21:04:17.080754+00:00,2026-09-03T19:09:00.668308+00:00
M660-544,544,MASTER_660,NO,Rosta,"Vendita Villa bifamiliare in via Rivoli 118 Rosta. Ottimo stato, posto ...",VILLA,via Rivoli 118,SI,MAPPALE_VERIFICATO,45.0696112,7.4743640,"Via Rivoli, Ponata, Rosta, Torino, Piemonte, 10040, Italia",IT.AGE.PLA.H583_001800.787,H583,001800,787,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/118150377/,2026-08-27T21:04:17.080760+00:00,2026-09-03T19:09:01.243682+00:00
M660-545,545,MASTER_660,NO,Rubiana,"Villa in vendita in Borgata Grattasola, 14, Rubiana - idealista",VILLA,"Borgata Grattasola, 14",SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/36620961/,2026-08-27T21:04:17.080767+00:00,2026-09-03T18:59:54.735492+00:00
M660-546,546,MASTER_660,NO,Rubiana,15.241 immobili in vendita a Rubiana Torino - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/rubiana_torino,2026-08-27T21:04:17.080790+00:00,2026-09-03T18:59:55.164759+00:00
M660-547,547,MASTER_660,NO,Rubiana,"Case in vendita a Rubiana, Valli Susa, Sangone",PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://caseinvenditainaffitto.it/case-in-vendita/rubiana-valli-susa-sangone,2026-08-27T21:04:17.080795+00:00,2026-09-03T18:59:55.164779+00:00
M660-548,548,MASTER_660,NO,Rubiana,Vendita Appartamento Rubiana. Bilocale in Borgata Ruatta 2. Ottimo ...,APPARTAMENTO,Borgata Ruatta 2,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/119974160/,2026-08-27T21:04:17.080800+00:00,2026-09-03T18:59:55.164796+00:00
M660-549,549,MASTER_660,NO,Rubiana,"Vendita Casa colonica in Borgata Favella 1 Rubiana. Buono stato, posto ...",RUSTICO_CASALE_BAITA,Borgata Favella 1,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127662822/,2026-08-27T21:04:17.080813+00:00,2026-09-03T18:59:55.719694+00:00
M660-550,550,MASTER_660,NO,Rubiana,Vendita Terratetto plurifamiliare in Ferro Raimondo 10 Rubiana. Buono ...,CASA_INDIPENDENTE_TERRATETTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/122249368/,2026-08-27T21:04:17.080818+00:00,2026-09-03T18:59:56.244608+00:00
M660-551,551,MASTER_660,NO,San Didero,Vendita Villa bifamiliare in via Augusto Abegg 5b San Didero. Nuova ...,VILLA,via Augusto Abegg 5b,SI,NESSUN_MAPPALE_AL_PUNTO,45.1312845,7.2147309,"Via Augusto Abegg, Leitera Inferiore, San Didero, Torino, Piemonte, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/124448323/,2026-08-27T21:04:17.080849+00:00,2026-09-03T19:09:01.855670+00:00
M660-552,552,MASTER_660,NO,San Didero,Vendita Appartamento San Didero. Bilocale in via A. Abegg 38. Buono ...,APPARTAMENTO,via A. Abegg 38,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/111808991/,2026-08-27T21:04:17.080854+00:00,2026-09-03T18:59:58.678970+00:00
M660-553,553,MASTER_660,NO,San Didero,Vendita Villa bifamiliare in via Braida 9 San Didero. Buono stato ...,VILLA,via Braida 9,SI,MAPPALE_VERIFICATO,45.1344191,7.2124639,"9, Via Braida, Leitera Inferiore, San Didero, Torino, Piemonte, 10050, Italia",IT.AGE.PLA.H820_000600.372,H820,000600,372,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/113302205/,2026-08-27T21:04:17.080877+00:00,2026-09-03T19:09:02.427200+00:00
M660-554,554,MASTER_660,NO,San Valeriano,"Appartamento all'asta via San Valeriano, 20, Robbio",APPARTAMENTO,"via San Valeriano, 20",SI,MAPPALE_VERIFICATO,45.1135330,7.2705646,"Via dei Pioppi, San Valeriano, Borgone Susa, Torino, Piemonte, 10055, Italia",IT.AGE.PLA.B024_001000.515,B024,001000,515,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130353692/,2026-08-27T21:04:17.080904+00:00,2026-09-03T19:09:03.016116+00:00
M660-555,555,MASTER_660,NO,San Valeriano,"Appartamento all'asta via San Valeriano, 20, Robbio",APPARTAMENTO,"via San Valeriano, 20",SI,MAPPALE_VERIFICATO,45.1135330,7.2705646,"Via dei Pioppi, San Valeriano, Borgone Susa, Torino, Piemonte, 10055, Italia",IT.AGE.PLA.B024_001000.515,B024,001000,515,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/105614909/,2026-08-27T21:04:17.080909+00:00,2026-09-03T19:09:03.604834+00:00
M660-556,556,MASTER_660,NO,San Valeriano,"Appartamento all'asta via San Valeriano, 20, Robbio",APPARTAMENTO,"via San Valeriano, 20",SI,MAPPALE_VERIFICATO,45.1135330,7.2705646,"Via dei Pioppi, San Valeriano, Borgone Susa, Torino, Piemonte, 10055, Italia",IT.AGE.PLA.B024_001000.515,B024,001000,515,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/104816493/,2026-08-27T21:04:17.080914+00:00,2026-09-03T19:09:04.462874+00:00
M660-557,557,MASTER_660,NO,San Valeriano,"Appartamento all'asta via San Valeriano 20, Robbio",APPARTAMENTO,via San Valeriano 20,SI,NESSUN_MAPPALE_AL_PUNTO,45.1141009,7.2674056,"Via S.S.24, San Valeriano, Borgone Susa, Torino, Piemonte, 10055, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/104565399/,2026-08-27T21:04:17.080919+00:00,2026-09-03T19:09:05.054200+00:00
M660-558,558,MASTER_660,NO,Sangano,Cerca case - rt rcis - Sangano,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.studioimmobiliarert.it/web/immobili.asp?language=ita,2026-08-27T21:04:17.080935+00:00,2026-09-03T19:00:07.725401+00:00
M660-559,559,MASTER_660,NO,Sant'Antonino di Susa,Case in vendita da Privati a Sant'Antonino di Susa,ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.casadaprivato.it/annunci-vendita/immobili/torino-sant_antonino_di_susa,2026-08-27T21:04:17.080965+00:00,2026-09-03T19:00:07.725414+00:00
M660-560,560,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Quadrilocale in via Superga ...,APPARTAMENTO,via Superga,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129885150/,2026-08-27T21:04:17.080975+00:00,2026-09-03T19:00:07.725421+00:00
M660-561,561,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Medagli 38 ...,APPARTAMENTO,via Medagli 38,SI,MAPPALE_VERIFICATO,45.1101666,7.2776503,"Via Medagli, Maisonetta, Sant'Antonino di Susa, Torino, Piemonte, 10055, Italia",IT.AGE.PLA.I296_000200.235,I296,000200,235,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127496748/,2026-08-27T21:04:17.080980+00:00,2026-09-03T19:09:05.668604+00:00
M660-562,562,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Mario ...,APPARTAMENTO,via Mario,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/129972694/,2026-08-27T21:04:17.080994+00:00,2026-09-03T19:00:11.931531+00:00
M660-563,563,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Quadrilocale in via medagli ...,APPARTAMENTO,via medagli,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/127522378/,2026-08-27T21:04:17.080999+00:00,2026-09-03T19:00:11.931549+00:00
M660-564,564,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Moncenisio ...,APPARTAMENTO,via Moncenisio,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126480489/,2026-08-27T21:04:17.081005+00:00,2026-09-03T19:00:11.931557+00:00
M660-565,565,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Assietta 1 ...,APPARTAMENTO,via Assietta 1,SI,MAPPALE_VERIFICATO,45.1065859,7.2800009,"Via Assietta, Cresto, Sant'Antonino di Susa, Torino, Piemonte, 10055, Italia",IT.AGE.PLA.I296_000800.1162,I296,000800,1162,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130983230/,2026-08-27T21:04:17.081010+00:00,2026-09-03T19:09:06.261514+00:00
M660-566,566,MASTER_660,NO,Sant'Antonino di Susa,Vendita Appartamento in via Torino. Sant'Antonino di Susa. Ottimo stato ...,APPARTAMENTO,via Torino. Sant'Antonino di Susa. Ottimo stato,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/125755035/,2026-08-27T21:04:17.081015+00:00,2026-09-03T19:00:14.215642+00:00
M660-567,567,MASTER_660,NO,Susa,"Appartamento all'asta in Via Martiri della Libertà, 14, Susa ...",APPARTAMENTO,"Via Martiri della Libertà, 14",SI,MAPPALE_VERIFICATO,45.1364558,7.0451123,"14, Via Martiri della Libertà, Borgo Storico, Balma di Grosso, Susa, Torino, Piemonte, 10059, Italia",IT.AGE.PLA.L013_000400.178,L013,000400,178,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.idealista.it/immobile/35959937/,2026-08-27T21:04:17.081043+00:00,2026-09-03T19:09:06.840227+00:00
M660-568,568,MASTER_660,NO,Susa,Vendita Appartamento Milano. Bilocale in piazzale Susa 7. Ottimo stato ...,APPARTAMENTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131901380/,2026-08-27T21:04:17.081067+00:00,2026-09-03T19:00:16.677216+00:00
M660-569,569,MASTER_660,NO,Susa,"Vendita Appartamento in corso stati uniti. Susa. Buono stato, secondo ...",APPARTAMENTO,corso stati uniti. Susa. Buono stato,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126437697/,2026-08-27T21:04:17.081072+00:00,2026-09-03T19:00:16.677232+00:00
M660-570,570,MASTER_660,NO,Susa,Vendita Appartamento Susa. Quadrilocale in via dei sei martiri. Buono ...,APPARTAMENTO,via dei sei martiri. Buono,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/109230925/,2026-08-27T21:04:17.081078+00:00,2026-09-03T19:00:16.677243+00:00
M660-571,571,MASTER_660,NO,Susa,Vendita Appartamento Susa. Bilocale in corso Luciano Couvert 18. Buono ...,APPARTAMENTO,corso Luciano Couvert 18,SI,MAPPALE_VERIFICATO,45.1391043,7.0555563,"Nemo Stefano, 18, Corso Luciano Couvert, Borgo dei Cappuccini, Balma di Grosso, Susa, Torino, Piemonte, 10059, Italia",IT.AGE.PLA.L013_001000.410,L013,001000,410,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/125818695/,2026-08-27T21:04:17.081084+00:00,2026-09-03T19:09:07.381382+00:00
M660-572,572,MASTER_660,NO,Susa,Vendita Appartamento Bardonecchia. Bilocale in via Susa 13. Ottimo ...,APPARTAMENTO,via Susa 13,SI,MAPPALE_VERIFICATO,45.1280702,7.0433642,"Via Susa, Colfacero, Gravere, Torino, Piemonte, 10059, Italia",IT.AGE.PLA.E154_000800.624,E154,000800,624,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/125737541/,2026-08-27T21:04:17.081090+00:00,2026-09-03T19:09:07.958669+00:00
M660-573,573,MASTER_660,NO,Susa,Vendita Appartamento Susa. Quadrilocale in via dei Sei Martiri 2 ...,APPARTAMENTO,via dei Sei Martiri 2,SI,MAPPALE_VERIFICATO,45.1357272,7.0495455,"Via dei Sei Martiri, Borgo dei Nobili, Balma di Grosso, Susa, Torino, Piemonte, 10059, Italia",IT.AGE.PLA.L013_001100.989,L013,001100,989,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/120695008/,2026-08-27T21:04:17.081095+00:00,2026-09-03T19:09:08.548538+00:00
M660-574,574,MASTER_660,NO,Trana,"Vendita Appartamento in via Lunga 47. San Mauro Torinese. Nuovo, piano ...",APPARTAMENTO,via Lunga 47,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/123857501/,2026-08-27T21:04:17.081164+00:00,2026-09-03T19:00:29.439989+00:00
M660-575,575,MASTER_660,NO,Vaie,"Vendita Appartamento Vaie. Trilocale in via Torino 23. Ottimo stato, su ...",APPARTAMENTO,via Torino 23,SI,MAPPALE_VERIFICATO,45.1062247,7.2981103,"Via Torino, Vaie, Torino, Piemonte, 10055, Italia",IT.AGE.PLA.L538_000300.412,L538,000300,412,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/106396335/,2026-08-27T21:04:17.081199+00:00,2026-09-03T19:09:09.148518+00:00
M660-576,576,MASTER_660,NO,Vaie,Vendita Appartamento Vaie. Bilocale in piazza del Priore 2. Ottimo ...,APPARTAMENTO,piazza del Priore 2,SI,MAPPALE_VERIFICATO,45.1022914,7.2900788,"Piazza del Priore, Vaie, Torino, Piemonte, Italia",IT.AGE.PLA.L538_000400.417,L538,000400,417,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130665830/,2026-08-27T21:04:17.081204+00:00,2026-09-03T19:09:09.748163+00:00
M660-577,577,MASTER_660,NO,Vaie,Vendita Appartamento Vaie. Monolocale in via I Maggio 53. Ottimo stato ...,APPARTAMENTO,via I Maggio 53,SI,NESSUN_MAPPALE_AL_PUNTO,45.1024660,7.2844283,"Via Primo Maggio, Vaie, Torino, Piemonte, 10055, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/112430743/,2026-08-27T21:04:17.081209+00:00,2026-09-03T19:09:10.310273+00:00
M660-578,578,MASTER_660,NO,Val della Torre,Vendita Appartamento in villa in via Borgo Nuovo 18 Val della Torre ...,VILLA,via Borgo Nuovo 18,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126543177/,2026-08-27T21:04:17.081234+00:00,2026-09-03T19:00:39.544342+00:00
M660-579,579,MASTER_660,NO,Valgioie,Vendita Appartamento Torino. Quadrilocale in via Valgioie 60. Buono ...,APPARTAMENTO,via Valgioie 60,SI,NESSUN_MAPPALE_AL_PUNTO,45.0653808,7.3587268,"Via Sala, Case Mastropietro, Valgioie, Torino, Piemonte, 10094, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131854878/,2026-08-27T21:04:17.081256+00:00,2026-09-03T19:09:10.998044+00:00
M660-580,580,MASTER_660,NO,Valgioie,Vendita Villa unifamiliare in Colle Braida 40 Valgioie. Ottimo stato ...,VILLA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/126433467/,2026-08-27T21:04:17.081267+00:00,2026-09-03T19:00:55.339949+00:00
M660-581,581,MASTER_660,NO,Valgioie,Vendita Terratetto plurifamiliare in Borgata Chiapero 44 Valgioie ...,CASA_INDIPENDENTE_TERRATETTO,Borgata Chiapero 44,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/128293754/,2026-08-27T21:04:17.081272+00:00,2026-09-03T19:00:55.339965+00:00
M660-582,582,MASTER_660,NO,Valgioie,Vendita Villa bifamiliare in Borgata Chiapero 6 Valgioie. Da ...,VILLA,Borgata Chiapero 6,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/113536897/,2026-08-27T21:04:17.081278+00:00,2026-09-03T19:00:55.807979+00:00
M660-583,583,MASTER_660,NO,Venaus,Casa indipendente in Vendita in Frazione Bar Cenisio 24 a Venaus,CASA_INDIPENDENTE_TERRATETTO,Frazione Bar Cenisio 24,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.casa.it/immobili/54545291/,2026-08-27T21:04:17.081303+00:00,2026-09-03T19:00:56.293980+00:00
M660-584,584,MASTER_660,NO,Venaus,"Case in affitto a Ar Cenisio, Venaus - Case in Vendita e in Affitto",ALTRO_NON_DETERMINATO,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://caseinvenditainaffitto.it/case-in-affitto/ar-cenisio-venaus,2026-08-27T21:04:17.081308+00:00,2026-09-03T19:00:56.963003+00:00
M660-585,585,MASTER_660,NO,Villar Focchiardo,Vendita Appartamento Villar Focchiardo. Quadrilocale in via Copotti 2 ...,APPARTAMENTO,via Copotti 2,SI,MAPPALE_VERIFICATO,45.1113565,7.2425094,"Via Copotti, Truna, Villar Focchiardo, Torino, Piemonte, Italia",IT.AGE.PLA.M007_000500.9,M007,000500,9,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/124112589/,2026-08-27T21:04:17.081385+00:00,2026-09-03T19:09:11.535070+00:00
M660-586,586,MASTER_660,NO,Villarbasse,Case e appartamenti a Villarbasse. Immobili in vendita a ... - Nestoria,PAGINA_RICERCA_CATEGORIA,,NO,NON_TARGET,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.nestoria.it/immobiliare/vendita/villarbasse,2026-08-27T21:04:17.081392+00:00,2026-09-03T19:00:58.934459+00:00
M660-587,587,MASTER_660,NO,Villarbasse,"Vendita Villa unifamiliare in regione Carlevè, 36 Villarbasse. Ottimo ...",VILLA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/123034933/,2026-08-27T21:04:17.081417+00:00,2026-09-03T19:00:58.934488+00:00
M660-588,588,MASTER_660,NO,Villarbasse,Vendita Villa unifamiliare in via Fratelli Roasio 9 Villarbasse. Ottimo ...,VILLA,via Fratelli Roasio 9,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/130691968/,2026-08-27T21:04:17.081422+00:00,2026-09-03T19:00:58.934496+00:00
M660-589,589,MASTER_660,NO,Villarbasse,"Vendita Casale in via casotto 1 Villarbasse. Da ristrutturare, posto ...",RUSTICO_CASALE_BAITA,via casotto 1,SI,MAPPALE_VERIFICATO,45.0498563,7.4878056,"Via Casotto, Corbiglia, Villarbasse, Torino, Piemonte, 10040, Italia",IT.AGE.PLA.M002_002200.271,M002,002200,271,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/124437845/,2026-08-27T21:04:17.081427+00:00,2026-09-03T19:09:12.128719+00:00
M660-590,590,MASTER_660,NO,Villarbasse,Vendita Terratetto plurifamiliare in Strada Camporosso 6 Villarbasse ...,CASA_INDIPENDENTE_TERRATETTO,Strada Camporosso 6,SI,GEOCODE_NON_TROVATO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/122078736/,2026-08-27T21:04:17.081432+00:00,2026-09-03T19:01:01.327433+00:00
M660-591,591,MASTER_660,NO,Villarbasse,"Asta per villa, Villarbasse, Uriola - Scaravaglio Rivoli, rif ...",VILLA,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131967142/,2026-08-27T21:04:17.081451+00:00,2026-09-03T19:01:01.844730+00:00
M660-592,592,MASTER_660,NO,Villarbasse,"Asta per villa, via Villarbasse, 68, Uriola - Scaravaglio Rivoli, rif ...",VILLA,"via Villarbasse, 68",SI,NESSUN_MAPPALE_AL_PUNTO,45.0354049,7.4548414,"Via Villarbasse, Sangano, Torino, Piemonte, 10040, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131283938/,2026-08-27T21:04:17.081457+00:00,2026-09-03T19:09:12.714508+00:00
M660-593,593,MASTER_660,NO,Villarbasse,Vendita Villa unifamiliare in via Villarbasse 68 Rivoli. Buono stato ...,VILLA,via Villarbasse 68,SI,NESSUN_MAPPALE_AL_PUNTO,45.0354049,7.4548414,"Via Villarbasse, Sangano, Torino, Piemonte, 10040, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131931692/,2026-08-27T21:04:17.081462+00:00,2026-09-03T19:09:13.271714+00:00
M660-594,594,MASTER_660,NO,Bardonecchia,Vendita Appartamento Bardonecchia. Quadrilocale in via Campo Principe ...,APPARTAMENTO,via Campo Principe,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131964500/,2026-08-28T05:06:35.530017+00:00,2026-09-03T19:01:06.526113+00:00
M660-595,595,MASTER_660,NO,Borgone Susa,"Vendita Appartamento in via Montenero 2A. Borgone Susa. Buono stato, su ...",APPARTAMENTO,via Montenero 2A,SI,NESSUN_MAPPALE_AL_PUNTO,45.1152550,7.2689535,"Via Montenero, San Valeriano, Borgone Susa, Torino, Piemonte, 10055, Italia",,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/122849092/,2026-08-28T05:06:35.530107+00:00,2026-09-03T19:09:13.819069+00:00
M660-596,596,MASTER_660,NO,Caselette,"Asta per appartamento, Roma, Centro Caselette, rif. 131984330 ...",APPARTAMENTO,,SI,INDIRIZZO_SENZA_CIVICO,,,,,,,,Agenzia delle Entrate · WMS CP.CadastralParcel,https://www.immobiliare.it/annunci/131984330/,2026-08-28T05:06:35.530247+00:00,2026-09-03T19:01:08.435639+00:00
