PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,DOVE_ANDRE,COSA_CERCO,PREZZO_OPERATIVO,ISTRUZIONE_OPERATIVA,F1_INDIRIZZO_REMOTO_URL,MASTER_660_ID,TIPOLOGIA_REALE_INFERITA,ASTA_RILEVATA,STATO_INDIRIZZO_MASTER,MASTER_PRESERVATO
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,Immobiliare.it,Vendita Appartamento Oulx. Bilocale in corso Ortigara 23. Buono stato ...,,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.530941+00:00,2026-08-28T05:06:35.530942+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/123552441/,NO,,,0,,NON_ESEGUITA,,,,corso Ortigara 23,Vendita Appartamento Oulx. Bilocale in corso Ortigara 23. Buono stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-3B8515EF6A521094&comune=Oulx&provincia=TO&via=corso+Ortigara&civico=23&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F123552441%2F&titolo=Vendita+Appartamento+Oulx.+Bilocale+in+corso+Ortigara+23.+Buono+stato+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,118,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,Immobiliare.it,Vendita Appartamento Oulx. Bilocale in via Chateau 48. Buono stato ...,,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.530946+00:00,2026-08-28T05:06:35.530947+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/126212759/,NO,,,0,,NON_ESEGUITA,,,,via Chateau 48,Vendita Appartamento Oulx. Bilocale in via Chateau 48. Buono stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-024EB60840942B23&comune=Oulx&provincia=TO&via=via+Chateau&civico=48&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F126212759%2F&titolo=Vendita+Appartamento+Oulx.+Bilocale+in+via+Chateau+48.+Buono+stato+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,119,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,Immobiliare.it,Vendita Appartamento Sant'Antonino di Susa. Bilocale in via aurelia 22 ...,,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531410+00:00,2026-08-28T05:06:35.531411+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/129047602/,NO,,,0,,NON_ESEGUITA,,,,via aurelia 22,Vendita Appartamento Sant'Antonino di Susa. Bilocale in via aurelia 22,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-8761BF3199B90063&comune=Sant%27Antonino+di+Susa&provincia=TO&via=via+aurelia&civico=22&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129047602%2F&titolo=Vendita+Appartamento+Sant%27Antonino+di+Susa.+Bilocale+in+via+aurelia+22+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,120,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,Nestoria,Case e appartamenti a Bar Cenisio. Immobili in vendita a Bar ... - Nestoria,,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531653+00:00,2026-08-28T05:06:35.531654+00:00,nuova rilevazione,,https://www.nestoria.it/immobiliare/vendita/bar-cenisio,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Bar Cenisio. Immobili in vendita a Bar ... - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,121,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Dora,Immobiliare.it,Vendita Villa bifamiliare in via Al Cerrone 9 Villar Dora. Ottimo stato ...,,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531695+00:00,2026-08-28T05:06:35.531696+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/125554379/,NO,,,0,,NON_ESEGUITA,,,,via Al Cerrone 9,Vendita Villa bifamiliare in via Al Cerrone 9 Villar Dora. Ottimo stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D2C0711DEAFDF3EB&comune=Villar+Dora&provincia=TO&via=via+Al+Cerrone&civico=9&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F125554379%2F&titolo=Vendita+Villa+bifamiliare+in+via+Al+Cerrone+9+Villar+Dora.+Ottimo+stato+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,122,VILLA,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Mercato residenziale,"Rustico 5 locali, 122 m² in Via Preinera 38 e 38/A, Villar Focchiardo ...",,,0,NON_DETERMINATO,NEW,2026-08-28T05:06:35.531714+00:00,2026-08-28T05:06:35.531715+00:00,nuova rilevazione,,https://asteflorio.it/aste/rustico-5-5-locali-a-villar-focchiardo-to-villar-focchiardo,NO,,,0,,NON_ESEGUITA,,,,Via Preinera 38,"Rustico 5 locali, 122 m² in Via Preinera 38 e 38/A, Villar Focchiardo",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-6408277431777F48&comune=Villar+Focchiardo&provincia=TO&via=Via+Preinera&civico=38&url=https%3A%2F%2Fasteflorio.it%2Faste%2Frustico-5-5-locali-a-villar-focchiardo-to-villar-focchiardo&titolo=Rustico+5+locali%2C+122+m%C2%B2+in+Via+Preinera+38+e+38%2FA%2C+Villar+Focchiardo+...&segnale=nuova+rilevazione&fonte=Mercato+residenziale&telefono=&telefono_fonte=,123,PAGINA_RICERCA_CATEGORIA,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Immobiliare.it,"Vendita Loft in via Avigliana 4 Torino. Nuovo, riscaldamento ...",,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.669897+00:00,2026-08-28T10:58:40.669899+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/129488292/,NO,,,1,,ESEGUITA,via Avigliana,via Avigliana 4 | Via Avigliana 18,VAI IN ZONA,via Avigliana 4,"Vendita Loft in via Avigliana 4 Torino. Nuovo, riscaldamento",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-3A4675AFB24807D6&comune=Avigliana&provincia=TO&via=via+Avigliana&civico=4&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129488292%2F&titolo=Vendita+Loft+in+via+Avigliana+4+Torino.+Nuovo%2C+riscaldamento+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,124,ALTRO_NON_DETERMINATO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Immobiliare.it,Vendita Appartamento Collegno. Bilocale in via Avigliana 24. Buono ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.669914+00:00,2026-08-28T10:58:40.669915+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/131999982/,NO,,,2,,ESEGUITA,via Avigliana,via Avigliana 24 | Via Avigliana 4 | Via Avigliana 18,VAI IN ZONA,via Avigliana 24,Vendita Appartamento Collegno. Bilocale in via Avigliana 24. Buono,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-7C705B2969B4CB1F&comune=Avigliana&provincia=TO&via=via+Avigliana&civico=24&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131999982%2F&titolo=Vendita+Appartamento+Collegno.+Bilocale+in+via+Avigliana+24.+Buono+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,125,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Immobiliare.it,Vendita Appartamento Avigliana. Bilocale in via Orsiera 5. Ottimo stato ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.669921+00:00,2026-08-28T10:58:40.669923+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/129672110/,NO,,,0,metri da Piazza del Popolo. Scopri questa meravigliosa opportunità immobiliare,ESEGUITA,via Orsiera,via Orsiera 5,VAI IN ZONA,via Orsiera 5,Vendita Appartamento Avigliana. Bilocale in via Orsiera 5. Ottimo stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-0AA713C1D374B06F&comune=Avigliana&provincia=TO&via=via+Orsiera&civico=5&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129672110%2F&titolo=Vendita+Appartamento+Avigliana.+Bilocale+in+via+Orsiera+5.+Ottimo+stato+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,126,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bardonecchia,Immobiliare.it,Vendita Appartamento Bardonecchia. Trilocale in via Verdi 27. Da ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670035+00:00,2026-08-28T10:58:40.670037+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/124612643/,NO,,,0,,ESEGUITA,via Verdi,via Verdi 27,VAI IN ZONA,via Verdi 27,Vendita Appartamento Bardonecchia. Trilocale in via Verdi 27. Da,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-22DCD0F468FEDFEE&comune=Bardonecchia&provincia=TO&via=via+Verdi&civico=27&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F124612643%2F&titolo=Vendita+Appartamento+Bardonecchia.+Trilocale+in+via+Verdi+27.+Da+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,127,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,Immobiliare.it,Vendita Villa bifamiliare in via dei Gravè 4 Borgone Susa. Ottimo stato ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670063+00:00,2026-08-28T10:58:40.670065+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/131917682/,NO,,,0,,ESEGUITA,via dei Gravè,via dei Gravè 4,VAI IN ZONA,via dei Gravè 4,Vendita Villa bifamiliare in via dei Gravè 4 Borgone Susa. Ottimo stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-6FA0852FBBBA8E07&comune=Borgone+Susa&provincia=TO&via=via+dei+Grav%C3%A8&civico=4&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131917682%2F&titolo=Vendita+Villa+bifamiliare+in+via+dei+Grav%C3%A8+4+Borgone+Susa.+Ottimo+stato+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,128,VILLA,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,Immobiliare.it,Vendita Appartamento Borgone Susa. Trilocale in via Augusto Abegg ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670129+00:00,2026-08-28T10:58:40.670131+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/103552834/,NO,,,0,,ESEGUITA,via Augusto Abegg ... L'appartamento è stato ristrutturato circa,via Augusto Abegg ... L'appartamento è stato ristrutturato circa 10,VAI IN ZONA,via Augusto Abegg ... L'appartamento è stato ristrutturato circa 10,Vendita Appartamento Borgone Susa. Trilocale in via Augusto Abegg,PREZZO DA VERIFICARE,VAI IN ZONA,,129,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,Immobiliare.it,Vendita Appartamento Borgone Susa. Trilocale in via Augusto Abegg. Da ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670142+00:00,2026-08-28T10:58:40.670144+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/105291587/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Borgone Susa. Trilocale in via Augusto Abegg. Da,27000,APRI FONTE E VERIFICA INDIRIZZO,,130,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bussoleno,Wikicasa,Case in vendita a Bussoleno - Wikicasa,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670185+00:00,2026-08-28T10:58:40.670186+00:00,nuova rilevazione,,https://www.wikicasa.it/vendita-case/bussoleno/,NO,,,0,,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case in vendita a Bussoleno - Wikicasa,13000,APRI FONTE E VERIFICA INDIRIZZO,,131,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Nestoria,Case e appartamenti a Buttigliera Alta. Immobili in vendita a ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670248+00:00,2026-08-28T10:58:40.670250+00:00,nuova rilevazione,,https://www.nestoria.it/immobiliare/vendita/buttigliera-alta,NO,,,0,a Buttigliera Alta. Immobili in vendita a ... Caseitalia di Rosta,ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Case e appartamenti a Buttigliera Alta. Immobili in vendita a,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,132,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Nestoria,2.379 immobili in vendita a Chiomonte - Nestoria,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670386+00:00,2026-08-28T10:58:40.670387+00:00,nuova rilevazione,,https://www.nestoria.it/immobiliare/vendita/chiomonte,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,2.379 immobili in vendita a Chiomonte - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,133,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Trovit,69 immobili in vendita a Chiomonte - Trovit,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670392+00:00,2026-08-28T10:58:40.670394+00:00,nuova rilevazione,,https://case.trovit.it/chiomonte,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,69 immobili in vendita a Chiomonte - Trovit,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,134,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Mercato residenziale,"Case in vendita a Frais, Chiomonte - Case in Vendita e in Affitto",,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670399+00:00,2026-08-28T10:58:40.670400+00:00,nuova rilevazione,,https://caseinvenditainaffitto.it/case-in-vendita/frais-chiomonte,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Case in vendita a Frais, Chiomonte - Case in Vendita e in Affitto",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,135,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Immobiliare.it,Vendita Appartamento Chiomonte. Bilocale in via III Reggimento Alpini 7 ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670418+00:00,2026-08-28T10:58:40.670419+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/131927206/,NO,,,0,,NON_ESEGUITA,,,,via III Reggimento Alpini 7,Vendita Appartamento Chiomonte. Bilocale in via III Reggimento Alpini 7,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-EF955E5422168DBC&comune=Chiomonte&provincia=TO&via=via+III+Reggimento+Alpini&civico=7&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131927206%2F&titolo=Vendita+Appartamento+Chiomonte.+Bilocale+in+via+III+Reggimento+Alpini+7+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,136,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Immobiliare.it,"Vendita Appartamento in via Assietta 4. Chiomonte. Ottimo stato, su più ...",,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670424+00:00,2026-08-28T10:58:40.670426+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/129311670/,NO,,,0,,NON_ESEGUITA,,,,via Assietta 4,"Vendita Appartamento in via Assietta 4. Chiomonte. Ottimo stato, su più",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-5EDEE0C26A772B17&comune=Chiomonte&provincia=TO&via=via+Assietta&civico=4&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129311670%2F&titolo=Vendita+Appartamento+in+via+Assietta+4.+Chiomonte.+Ottimo+stato%2C+su+pi%C3%B9+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,137,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Immobiliare.it,Vendita Appartamento Chiomonte. Monolocale in via III Reggimento Alpini ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670430+00:00,2026-08-28T10:58:40.670432+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/131993268/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Chiomonte. Monolocale in via III Reggimento Alpini,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,138,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Immobiliare.it,Vendita Appartamento Chiomonte. Monolocale in via Soubeyrand 10. Buono ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670436+00:00,2026-08-28T10:58:40.670438+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/121188804/,NO,,,0,,NON_ESEGUITA,,,,via Soubeyrand 10,Vendita Appartamento Chiomonte. Monolocale in via Soubeyrand 10. Buono,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-325A3140916B743D&comune=Chiomonte&provincia=TO&via=via+Soubeyrand&civico=10&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F121188804%2F&titolo=Vendita+Appartamento+Chiomonte.+Monolocale+in+via+Soubeyrand+10.+Buono+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,139,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Immobiliare.it,Vendita Appartamento in via Torino 34. Chiusa di San Michele. Buono ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670491+00:00,2026-08-28T10:58:40.670493+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/118802807/,NO,,,0,,NON_ESEGUITA,,,,via Torino 34,Vendita Appartamento in via Torino 34. Chiusa di San Michele. Buono,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-0369BDAEAC982FC0&comune=Chiusa+di+San+Michele&provincia=TO&via=via+Torino&civico=34&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F118802807%2F&titolo=Vendita+Appartamento+in+via+Torino+34.+Chiusa+di+San+Michele.+Buono+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,140,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Immobiliare.it,"Villa unifamiliare Borgata Basinatto 22, Chiusa di San Michele",,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670498+00:00,2026-08-28T10:58:40.670499+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/100126722/,NO,,,0,,NON_ESEGUITA,,,,Borgata Basinatto 22,"Villa unifamiliare Borgata Basinatto 22, Chiusa di San Michele",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D424C18FF387727A&comune=Chiusa+di+San+Michele&provincia=TO&via=Borgata+Basinatto&civico=22&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F100126722%2F&titolo=Villa+unifamiliare+Borgata+Basinatto+22%2C+Chiusa+di+San+Michele&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,141,VILLA,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Immobiliare.it,Vendita Appartamento Chiusa di San Michele. Trilocale in via Ex ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670504+00:00,2026-08-28T10:58:40.670505+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/99338908/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Chiusa di San Michele. Trilocale in via Ex,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,142,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Immobiliare.it,"Appartamento all'asta via Susa 31, Chiusa di San Michele",,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670510+00:00,2026-08-28T10:58:40.670511+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/127501016/,NO,,,0,,NON_ESEGUITA,,,,via Susa 31,"Appartamento all'asta via Susa 31, Chiusa di San Michele",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C3236FCAC18CA97D&comune=Chiusa+di+San+Michele&provincia=TO&via=via+Susa&civico=31&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127501016%2F&titolo=Appartamento+all%27asta+via+Susa+31%2C+Chiusa+di+San+Michele&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,143,APPARTAMENTO,SI,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Immobiliare.it,Vendita Appartamento Collegno. Quadrilocale in via Marco Minghetti 6 ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670604+00:00,2026-08-28T10:58:40.670605+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/128767440/,NO,,,0,,NON_ESEGUITA,,,,via Marco Minghetti 6,Vendita Appartamento Collegno. Quadrilocale in via Marco Minghetti 6,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-BA2809BA55212B90&comune=Collegno&provincia=TO&via=via+Marco+Minghetti&civico=6&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F128767440%2F&titolo=Vendita+Appartamento+Collegno.+Quadrilocale+in+via+Marco+Minghetti+6+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,144,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Terratetto unifamiliare in via Villanova 23 Giaveno. Da ...,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.670869+00:00,2026-08-28T10:58:40.670871+00:00,nuova rilevazione,,https://www.immobiliare.it/annunci/121481530/,NO,,,0,,NON_ESEGUITA,,,,via Villanova 23,Vendita Terratetto unifamiliare in via Villanova 23 Giaveno. Da,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D34EB82CA35AD07A&comune=Giaveno&provincia=TO&via=via+Villanova&civico=23&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F121481530%2F&titolo=Vendita+Terratetto+unifamiliare+in+via+Villanova+23+Giaveno.+Da+...&segnale=nuova+rilevazione&fonte=Immobiliare.it&telefono=&telefono_fonte=,145,CASA_INDIPENDENTE_TERRATETTO,NO,CON_CIVICO,SI
BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Moncenisio,Nestoria,791 appartamenti in vendita a Moncenisio - Nestoria,,,0,NON_DETERMINATO,NEW,2026-08-28T10:58:40.671115+00:00,2026-08-28T10:58:40.671116+00:00,nuova rilevazione,,https://www.nestoria.it/appartamenti/vendita/moncenisio,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,791 appartamenti in vendita a Moncenisio - Nestoria,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,146,PAGINA_RICERCA_CATEGORIA,NO,DA_VERIFICARE,SI
