checked_at;name;repo;mode;status;file_found;rows_ingested;url;note
2026-09-04T00:26:41+00:00;Acquisizione Susa;josephsocialmedia2-spec/acquisizionesusa;DATA_IF_AVAILABLE;NO_DATA;;0;https://github.com/josephsocialmedia2-spec/acquisizionesusa;Nessun dataset standard disponibile: fonte mantenuta collegata senza inventare dati.
2026-09-04T00:26:41+00:00;Open Social Scheduler;josephsocialmedia2-spec/open-social-scheduler;LINK_ONLY;CONNECTED_LINK;;0;https://josephsocialmedia2-spec.github.io/open-social-scheduler/;"Collegato al quadro generale; nessun dataset immobiliare importato."
2026-09-04T00:26:41+00:00;Launcher F1;josephsocialmedia2-spec/launcher-dashboard;LINK_ONLY;CONNECTED_LINK;;0;https://josephsocialmedia2-spec.github.io/launcher-dashboard/;"Collegato al quadro generale; nessun dataset immobiliare importato."
2026-09-04T00:26:41+00:00;Questionario di qualificazione;josephsocialmedia2-spec/QUESTIONARIO-DI-QUALIFICAZIONE;LINK_ONLY;CONNECTED_LINK;;0;https://josephsocialmedia2-spec.github.io/QUESTIONARIO-DI-QUALIFICAZIONE/;"Collegato al quadro generale; nessun dataset immobiliare importato."
