ID,COMUNE,TITOLO,FONTE,URL,MOTIVO_SCARTO
85b4d6b71351d6a020cd,Collegno,Vendita e Affitto Immobili a Collegno Torino| Agenzia Immobiliare ...,Commerciale negozi/locali,https://www.immobiliareprimaveraenicolo.it/,EVIDENZA_INSUFFICIENTE
e30767433e2c2af3cd3a,Condove,Rustico in vendita a Condove Cod. 34221003-2080,Tipologie residenziali,https://www.fcimmobiliare.it/i-672099-vendita-rustico-condove/,EVIDENZA_INSUFFICIENTE
57a9a3164ec6e82d82d1,Giaveno,Immobiliare Centrale E Servizi Vari | Agenzia immobiliare a Giaveno,Agenzie,https://www.immobiliarecentrale.it/,EVIDENZA_INSUFFICIENTE
778f6ad58d785f200720,Giaveno,Casa Semindipendente Giaveno - Immobiliare La Sacra,Agenzie,https://lasacraimmobiliare.it/products/casa-semindipendente-ristrutturata-in-vendita-a-giaveno-borgata-san-filippo,EVIDENZA_INSUFFICIENTE
021bf18671485528ee3c,Grugliasco,Case in vendita Grugliasco - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/grugliasco/,PAGINA_CATEGORIA
8f5076239dc9c088a6c4,Grugliasco,Appartamenti in vendita Grugliasco - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/grugliasco/,EVIDENZA_INSUFFICIENTE
1f6fe9ea7bceb854948d,Grugliasco,27.263 immobili in vendita a Gerbido Grugliasco - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/gerbido_grugliasco,EVIDENZA_INSUFFICIENTE
68e21069bbb889701476,Mattie,20 casas in vendita a Mattie - Trovit,Trovit,https://case.trovit.it/casa-mattie,EVIDENZA_INSUFFICIENTE
1a44c41e630f01409a05,Meana di Susa,Case e appartamenti a Meana di Susa. Immobili in vendita a ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/meana-di-susa,EVIDENZA_INSUFFICIENTE
b0115f801c0235edfc74,Meana di Susa,16 Rustici in vendita a Meana Di Susa - Mitula Case,Agenzie,https://immobiliare.mitula.it/rustico-meana-susa,EVIDENZA_INSUFFICIENTE
034244bd128eb821124d,Mompantero,Villa a schiera in vendita a Mompantero - Urbiano Cod. SUSA143,Mercato residenziale,https://www.fcimmobiliare.it/i-672129-vendita-villa-a-schiera-mompantero-urbiano/,EVIDENZA_INSUFFICIENTE
e0e0f85c0de3070e3352,Oulx,Case in vendita Oulx - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/oulx/,PAGINA_CATEGORIA
0bffd1269b54713591c4,Oulx,Case e appartamenti a Oulx. Immobili in vendita a Oulx - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/oulx,EVIDENZA_INSUFFICIENTE
fbf6685e40986e5ed148,Pianezza,L'osservatorio del mercato immobiliare a Pianezza.,Mercato generale,https://www.mercato-immobiliare.info/piemonte/torino/pianezza.html,EVIDENZA_INSUFFICIENTE
4ecfc5cafcbab9e9bc8d,Pianezza,Immobiliare Pianezza Centro tantissimi annunci immobiliari pubblicati ...,Mercato residenziale,https://www.pianezzacentro.it/,EVIDENZA_INSUFFICIENTE
e53151fd2c95e86adba3,Reano,Appartamenti in vendita a Reano - case in vendita e affitto,Mercato residenziale,https://www.case24.it/immobili/piemonte/torino/reano/,EVIDENZA_INSUFFICIENTE
19c1944c2cf1c10fd07c,Reano,Case in vendita a Reano • Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case/reano/,PAGINA_CATEGORIA
52410f0d1e1ea172efa6,Rivoli,Immobilis Rivoli - Immobilis,Mercato residenziale,https://immobilis.it/agenzia/immobilis-rivoli/,EVIDENZA_INSUFFICIENTE
a4d62069c0de91769f56,Rivoli,Appartamenti in vendita Rivoli - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/rivoli/,EVIDENZA_INSUFFICIENTE
aaeb5773b4742c3460a9,Rivoli,Indipendente Rivoli - 182 case in vendita in Rivoli de Nuroa.it,Tipologie complete,https://www.nuroa.it/vendita-immobili/indipendente-rivoli,EVIDENZA_INSUFFICIENTE
042c7d8e10393fb86c93,Rivoli,Cinzia Vitale Immobiliare - Rivoli (TO),Agenzie,https://www.cinziavitaleimmobiliare.it/,EVIDENZA_INSUFFICIENTE
a267cd813123c589dc32,Rivoli,Veronica & Case | Agenzia Immobiliare Rivoli - Provincia di Torino,Agenzie,http://www.veronicaecase.it/,EVIDENZA_INSUFFICIENTE
0c20519a1c6274b5741d,Rivoli,RE/MAX Ingegno di Rivoli | RE/MAX Italia,Agenzie,https://www.remax.it/trova/agenti-agenzie/agenzia/ingegno,EVIDENZA_INSUFFICIENTE
735bd59a64f1ad2c1daa,Rubiana,Appartamenti in vendita Rubiana - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/rubiana/,EVIDENZA_INSUFFICIENTE
b3be6013ddf2f58de280,Rubiana,Case e appartamenti a Rubiana Torino. Immobili in vendita a ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/rubiana_torino,EVIDENZA_INSUFFICIENTE
a4753df33436db25c24f,Rubiana,"Case in vendita a Rubiana, Valli Susa, Sangone",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-vendita/rubiana-valli-susa-sangone,PAGINA_CATEGORIA
6f5adda86c5a68315da4,San Didero,ALBO PRETORIO DIGITALE - Comune di San Didero,Capannoni logistica,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?CE=snddr1352,EVIDENZA_INSUFFICIENTE
232cae954c909a2aff6e,San Giorio,ValsusaOggi,Agenzie,https://www.valsusaoggi.it/,EVIDENZA_INSUFFICIENTE
df65a689976070bcc335,Sangano,Cerca case - rt rcis - Sangano,Mercato residenziale,https://www.studioimmobiliarert.it/web/immobili.asp?language=ita,EVIDENZA_INSUFFICIENTE
b83a93e112b01e1b7f5e,Sangano,Immobiliari all'Asta Sangano - Fallimenti.it,Agenzie,https://www.fallimenti.it/torino-sangano/aste-immobiliari,EVIDENZA_INSUFFICIENTE
92d6d23f534c64cede14,Sant'Antonino di Susa,Case in vendita da Privati a Sant'Antonino di Susa,Mercato residenziale,https://www.casadaprivato.it/annunci-vendita/immobili/torino-sant_antonino_di_susa,PAGINA_CATEGORIA
b666b43cbafcfb222dbc,Susa,Case in vendita a Susa - Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case/susa/,PAGINA_CATEGORIA
809816aaada9c3d25f77,Trana,12 locale commerciales in vendita a Trana - Trovit,Trovit,https://case.trovit.it/negozio-trana,EVIDENZA_INSUFFICIENTE
426f07c8422da4b2c824,Vaie,La Dimora Immobiliare - Vendita immobili a Torino e provincia,Capannoni logistica,https://www.ladimoraimmobiliare.com/,EVIDENZA_INSUFFICIENTE
b8583273e21a96ab8aa0,Valgioie,"Cerco casa, portale dedicato alle ricerca di appartamenti in vendita e ...",Tecnorete,https://www.tecnorete.it/annunci/immobili/piemonte/torino/valgioie.html,EVIDENZA_INSUFFICIENTE
b96beaa4fa5bff9c9ce5,Venaus,13 immobili in vendita a Venaus - Trovit,Trovit,https://case.trovit.it/venaus,EVIDENZA_INSUFFICIENTE
9eeaf41a9b3f008aac0a,Venaus,"Case in affitto a Ar Cenisio, Venaus - Case in Vendita e in Affitto",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-affitto/ar-cenisio-venaus,EVIDENZA_INSUFFICIENTE
2a493cd82ce5aeeb8454,Villar Dora,Case indipendenti e ville a schiera in vendita Villar Dora - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/ville-singole-e-a-schiera/torino/villar-dora/,EVIDENZA_INSUFFICIENTE
e9606bc953593bdb4699,Villar Dora,Case indipendenti in vendita a Villar Dora - Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case-indipendenti/villar-dora/,EVIDENZA_INSUFFICIENTE
816c479402d912c41927,Villarbasse,Case e appartamenti a Villarbasse. Immobili in vendita a ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/villarbasse,EVIDENZA_INSUFFICIENTE
a26ff6670458a9296c88,Almese,Case in vendita Almese - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/almese/,PAGINA_CATEGORIA
bd266a5d04af9512e42f,Alpignano,Case in vendita Alpignano - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/alpignano/,PAGINA_CATEGORIA
ff418d20799d1ad6e10a,Alpignano,Alpignano Industrial Park - Ufficio in Vendita Blu Sky1,Uffici e direzionale,https://www.battocchioimmobiliare.com/prodotto/alpignano-industrial-park-ufficio-in-vendita-blu-sky1/,EVIDENZA_INSUFFICIENTE
b9f03c0f70b2fe34edaf,Avigliana,11 Capannoni in vendita a Avigliana - Mitula Case,Capannoni logistica,https://immobiliare.mitula.it/capannone-avigliana,EVIDENZA_INSUFFICIENTE
3adcafe82d35ce3c7be8,Bardonecchia,Affitto stagionale - Maison Doc - Bardonecchia e Sauze d'Oulx,Uffici e direzionale,https://maisondoc.it/affitto-stagionale/,EVIDENZA_INSUFFICIENTE
bc6d0ed30cb789eb55c6,Bussoleno,Case a Bussoleno. Immobili in affitto a Bussoleno - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/affitto/bussoleno,EVIDENZA_INSUFFICIENTE
fa753112ac63a76d2488,Bussoleno,"Bussoleno-Complesso immobiliare con varie destinazioni, ottima ...",Capannoni logistica,https://www.ladimoraimmobiliare.com/complesso-immobiliare-con-varie-destinazioni-ottima-opportunita-di-investimento/,EVIDENZA_INSUFFICIENTE
e15cc35f00af46ab1fe6,Caselette,29 Capannoni in affitto a Caselette - Mitula Case,Capannoni logistica,https://immobiliare.mitula.it/affitto-capannone-caselette,EVIDENZA_INSUFFICIENTE
70d8bc246dc4231e9b21,Coazze,Albo Pretorio Digitale - Comune Di Coazze,Uffici e direzionale,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?CE=czz436,EVIDENZA_INSUFFICIENTE
fa8cc2c7a104698cb1b5,Collegno,"COLLEGNO, VENDESI APPARTAMENTO A 98.000 € | ValsusaOggi",Mercato residenziale,https://www.valsusaoggi.it/collegno-vendesi-appartamento-a-98-000-e/,EVIDENZA_INSUFFICIENTE
8b864fbe51f3f6ec3b1e,Collegno,Case in vendita Collegno - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/collegno/,PAGINA_CATEGORIA
991a8c1640846f799254,Collegno,Appartamenti in vendita Collegno - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/collegno/,EVIDENZA_INSUFFICIENTE
33ee9b26f954ab22a6d2,Collegno,19 Capannoni in affitto a Collegno - Mitula Case,Capannoni logistica,https://immobiliare.mitula.it/affitto-capannone-collegno,EVIDENZA_INSUFFICIENTE
e6698d0b31e57ada65c0,Condove,"Case in vendita a Poisatto, Condove",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-vendita/poisatto-condove,PAGINA_CATEGORIA
75fafc6fc27416e3bf18,Condove,"30 locale commerciales reggio emilia in vendita a Bar, Condove",Trovit,https://case.trovit.it/negozio-bar-reggio-emilia,EVIDENZA_INSUFFICIENTE
8df50783a80fd0a1abad,Giaveno,Immobili in Affitto | Agenzia Tecnorete di Giaveno,Tecnorete,https://giaveno1.tecnorete.it/immobili-in-affitto,EVIDENZA_INSUFFICIENTE
387bd08b6760752030de,Grugliasco,43 locale commerciales in affitto a Grugliasco - Trovit,Trovit,https://case.trovit.it/affitto-negozio-grugliasco,EVIDENZA_INSUFFICIENTE
562ddb91fd311d5c4c62,Mattie,"ValsusaOggi | VALSUSA, VENDESI CASA CON BOX AUTO MATTIE (redazionale ...",Tipologie residenziali,https://www.instagram.com/reel/DbvIaMeOW10/,EVIDENZA_INSUFFICIENTE
159a567456317a4fbbb7,Rivoli,Case in vendita Rivoli - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/rivoli/,PAGINA_CATEGORIA
6000459bc51d5b7ea39c,Rivoli,Prisma88 - Uffici in affitto temporaneo e Coworking a Rivoli ...,Uffici e direzionale,https://www.europalaceufficiorbassano.it/uffici-rivoli/,EVIDENZA_INSUFFICIENTE
b9e80b9629193821ec23,Rivoli,STUDIO IMMOBILIARE MOCCAGATTA di RIVOLI,Uffici e direzionale,https://www.studiomoccagatta.com/,EVIDENZA_INSUFFICIENTE
58d623e01f8da3585e8b,Rivoli,30 Uffici in affitto a Rivoli - Mitula Case,Uffici e direzionale,https://immobiliare.mitula.it/affitto-ufficio-rivoli,EVIDENZA_INSUFFICIENTE
ab70238b2901c19ab4bc,Rivoli,116 Capannoni in vendita a Rivoli - Mitula Case,Capannoni logistica,https://immobiliare.mitula.it/capannone-rivoli,EVIDENZA_INSUFFICIENTE
1a08d8042ce57c8e6d83,Rosta,Ufficio in Vendita a Rosta Cod. CG 913460 - promogest.org,Uffici e direzionale,https://www.promogest.org/i/7897704597--vendita-ufficio-rosta.html,EVIDENZA_INSUFFICIENTE
99568a6587b08de47c9a,Rubiana,Rubiana - 358 case in vendita in Rubiana de Nuroa.it,Mercato residenziale,https://www.nuroa.it/vendita-immobili/rubiana,EVIDENZA_INSUFFICIENTE
929d1399990017770c06,San Giorio,Case e appartamenti a San Giorio. Immobili in vendita a San ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/san-giorio,EVIDENZA_INSUFFICIENTE
03203c0d85fc9341aa87,Sangano,Locale Commerciale In Ad Sangano In Affitto In Italia | Waa2,Commerciale negozi/locali,https://case.waa2.it/affitto/locale-commerciale-in-ad-sangano,EVIDENZA_INSUFFICIENTE
06db2086991747337b75,Susa,Val Susa Indipendente - 32 case in vendita in Susa de Nuroa.it,Tipologie residenziali,https://www.nuroa.it/vendita-immobili/val-susa-indipendente,EVIDENZA_INSUFFICIENTE
237f6a4a578eb387f9b3,Susa,"SUSA, AFFITTASI LOCALE COMMERCIALE RISTRUTTURATO - ValsusaOggi",Commerciale negozi/locali,https://www.valsusaoggi.it/susa-affittasi-locale-commerciale-ristrutturato/,EVIDENZA_INSUFFICIENTE
f915346817f1a973f2ae,Susa,10 locale commerciales in vendita a Susa - Trovit,Trovit,https://case.trovit.it/negozio-susa,EVIDENZA_INSUFFICIENTE
ba42e481711677c2aca3,Venaus,Case e appartamenti a Bar Cenisio. Immobili in vendita a Bar ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/bar-cenisio,EVIDENZA_INSUFFICIENTE
dc40836bcc261d9e0496,Villar Dora,Case e appartamenti a Villar Dora. Immobili in vendita a ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/villar-dora,EVIDENZA_INSUFFICIENTE
823e18353b51f85b74a0,Villar Dora,16 Locali commerciali in affitto a Villar Dora - Mitula Case,Commerciale negozi/locali,https://immobiliare.mitula.it/affitto-locale-commerciale-villar-dora,EVIDENZA_INSUFFICIENTE
b2faf4237e1912392fc5,Bussoleno,Case in vendita a Bussoleno - Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case/bussoleno/,PAGINA_CATEGORIA
35df62852b73a5cc9549,Buttigliera Alta,Case e appartamenti a Buttigliera Alta. Immobili in vendita a ...,Nestoria,https://www.nestoria.it/immobiliare/vendita/buttigliera-alta,EVIDENZA_INSUFFICIENTE
4dbc5e7d4a14c9a03175,Chiomonte,Case e appartamenti a Chiomonte. Immobili in vendita a Chiomonte - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/chiomonte,EVIDENZA_INSUFFICIENTE
c08dc510b7f7a5c82a6b,Chiomonte,69 immobili in vendita a Chiomonte - Trovit,Trovit,https://case.trovit.it/chiomonte,EVIDENZA_INSUFFICIENTE
5a716a4908a391483893,Chiomonte,"Case in vendita a Frais, Chiomonte - Case in Vendita e in Affitto",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-vendita/frais-chiomonte,PAGINA_CATEGORIA
a86c054e354e742c7bb6,Chiomonte,Case in vendita Chiomonte - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/chiomonte/,PAGINA_CATEGORIA
0f86b06f142f981d690b,Condove,"22 locale commerciales circolo in affitto a Bar, Condove - Trovit",Trovit,https://case.trovit.it/affitto-negozio-circolo-bar,EVIDENZA_INSUFFICIENTE
d6a1bcb20bff78ace39c,Giaveno,Immobili in Vendita | Agenzia Tecnorete di Giaveno,Tecnorete,https://giaveno1.tecnorete.it/immobili-in-vendita,PAGINA_CATEGORIA
cac5db4f6e2b21ae5ab7,Giaveno,Locale Commerciale Giaveno - 64 locali comerciali in vendita in Giaveno ...,Commerciale negozi/locali,https://www.nuroa.it/vendita-immobili/locale-commerciale-giaveno,EVIDENZA_INSUFFICIENTE
3eee0fc4c251cb380f03,Grugliasco,Locale Commerciale Grugliasco - 155 locali comerciali in affito in ...,Capannoni logistica,https://www.nuroa.it/affitto-case/locale-commerciale-grugliasco,EVIDENZA_INSUFFICIENTE
2aab1ddaa700fe828f10,Moncenisio,758 appartamenti in vendita a Moncenisio - Nestoria,Nestoria,https://www.nestoria.it/appartamenti/vendita/moncenisio,EVIDENZA_INSUFFICIENTE
3a19993ebbd5ad61f09c,Moncenisio,Il Colle del Moncenisio: cosa vedere e fare - Visit Val di Susa,Capannoni logistica,https://visitvaldisusa.it/moncenisio-la-porta-delle-alpi/,EVIDENZA_INSUFFICIENTE
dd57f1a588eac0425281,Oulx,Case in vendita a Oulx - Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case/oulx/,PAGINA_CATEGORIA
648aa80f423a3b015a9c,Oulx,Locale Commerciale Oulx - 34 locali comerciali in vendita in Oulx de ...,Commerciale negozi/locali,https://www.nuroa.it/vendita-immobili/locale-commerciale-oulx,EVIDENZA_INSUFFICIENTE
ad8021c54de9e2af8404,Reano,Terreno Reano - 10 terreni in vendita in Reano de Nuroa.it,Capannoni logistica,https://www.nuroa.it/vendita-immobili/terreno-reano,EVIDENZA_INSUFFICIENTE
4b26054cefc8fa8f0559,Rivoli,Locali commerciali in affitto 1000 euro a Rivoli - Mitula Case,Commerciale negozi/locali,https://immobiliare.mitula.it/affitto-locale-commerciale-rivoli-1000-euro,EVIDENZA_INSUFFICIENTE
7c3615992c08ed6f7e16,Rosta,10 locale commerciales in affitto a Rosta - Trovit,Trovit,https://case.trovit.it/affitto-negozio-rosta,EVIDENZA_INSUFFICIENTE
6c307fba8b9c0cea618f,San Didero,Case e appartamenti a San Didero. Immobili in vendita a San ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/san-didero,EVIDENZA_INSUFFICIENTE
adcb6ce4ece7a549b47e,Sangano,2 locale commerciales in affitto a Sangano - Trovit,Trovit,https://case.trovit.it/affitto-negozio-sangano,EVIDENZA_INSUFFICIENTE
eeef50895cf2886edf06,Sant'Antonino di Susa,"Lo stabilimento Ex Sogefi è in vendita, gli operai lo scoprono ... - Today",Capannoni logistica,https://www.today.it/attualita/ex-sogefi-vendita-immobiliare-capannone-sant-antonino-di-susa-purflux-group.html,EVIDENZA_INSUFFICIENTE
223945a44bc42e5a1f7f,Val della Torre,Casa indipendente in Vendita a Val Della Torre,Uffici e direzionale,https://all.biz/it-it/casa-indipendente-in-vendita-a-val-della-torre-g48045,EVIDENZA_INSUFFICIENTE
de1336a270d36ed86baf,Alpignano,Appartamenti in vendita a Alpignano • Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-appartamenti/alpignano/,EVIDENZA_INSUFFICIENTE
fa464327d098b42cc057,Alpignano,17 locale commerciales in affitto a Alpignano - Trovit,Trovit,https://case.trovit.it/affitto-negozio-alpignano,EVIDENZA_INSUFFICIENTE
179bd73a3c8fb834846e,Bardonecchia,Case in vendita a Bardonecchia - Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case/bardonecchia/,PAGINA_CATEGORIA
4d7aaa09799578b25da2,Caselette,Case in vendita a Caselette - Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case/caselette/,PAGINA_CATEGORIA
251234149fbf68315de2,Chiomonte,Chiomonte - 85 case in vendita in Chiomonte de Nuroa.it,Mercato residenziale,https://www.nuroa.it/vendita-immobili/chiomonte,EVIDENZA_INSUFFICIENTE
fceaf2f90f46ef8d8665,Chiomonte,1 locale commerciales in affitto a Chiomonte - Trovit,Trovit,https://case.trovit.it/affitto-negozio-chiomonte,EVIDENZA_INSUFFICIENTE
178f55700376af1957fd,Collegno,66 immobili villa in vendita a Collegno - Trovit,Trovit,https://case.trovit.it/villa-collegno,EVIDENZA_INSUFFICIENTE
6c071b481e2714457111,Condove,ELENCO IMMOBILI - La Dimora Immobiliare - Agenzia Immobiliare,Commerciale negozi/locali,https://www.ladimoraimmobiliare.com/elenco-immobili/,EVIDENZA_INSUFFICIENTE
e1f317bdf403eb90eaa1,Condove,Aziende di Condove - Rete Imprese,Uffici e direzionale,https://www.reteimprese.it/condove,EVIDENZA_INSUFFICIENTE
57610439476964044c46,Exilles,Case e appartamenti a Exilles. Immobili in vendita a Exilles - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/exilles,EVIDENZA_INSUFFICIENTE
be2a6500a3ec0925127d,Exilles,Case in vendita Exilles - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/exilles/,PAGINA_CATEGORIA
d0135cc66026cf352a0e,Ferriera di Buttigliera Alta,CERCASI IMMOBILI IN VENDITA IN BASSA VALSUSA | ValsusaOggi,Mercato residenziale,https://www.valsusaoggi.it/cercasi-immobili-in-vendita-in-bassa-valsusa/,EVIDENZA_INSUFFICIENTE
b90e2a65876b022b238a,Giaglione,"ValsusaOggi | VALSUSA, VENDESI CASA CON GRANDE AUTORIMESSA: SCOPRI L ...",Mercato residenziale,https://www.instagram.com/reel/DZcP9_hOjvd/,EVIDENZA_INSUFFICIENTE
6d42494c0a92c5372e32,Giaveno,Giaveno Selvaggio - 56 case in vendita in Giaveno de Nuroa.it,Mercato residenziale,https://www.nuroa.it/vendita-immobili/giaveno-selvaggio,EVIDENZA_INSUFFICIENTE
99b6049e77b5ddcfd120,Gravere,Case e appartamenti a Bastia Gravere. Immobili in vendita a ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/bastia_gravere,EVIDENZA_INSUFFICIENTE
a8a2785580f9631f5ee3,Moncenisio,23 risultati per: immobili in Vendita Moncenisio (TO),Mercato residenziale,https://www.casadasoli.it/vendita-moncenisio-to-154,EVIDENZA_INSUFFICIENTE
2539d7931fc725223cbe,Moncenisio,Case e appartamenti a Moncenisio. Immobili in vendita a ... - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/moncenisio,EVIDENZA_INSUFFICIENTE
681bcf9e5313f1686d83,Moncenisio,Vendita Moncenisio - 221 case in vendita in Moncenisio de Nuroa.it,Mercato residenziale,https://www.nuroa.it/vendita-immobili/vendita-moncenisio,EVIDENZA_INSUFFICIENTE
070a0e12796a0638bd91,Pianezza,20 Capannoni in affitto a Pianezza - Mitula Case,Capannoni logistica,https://immobiliare.mitula.it/affitto-capannone-pianezza,EVIDENZA_INSUFFICIENTE
fcad2736a598bba01652,Rivoli,726 immobili bilocale in vendita a Rivoli - Trovit,Trovit,https://case.trovit.it/bilocale-rivoli,EVIDENZA_INSUFFICIENTE
3dcd3d7f4f9089d4c889,Rosta,103 immobili villa in vendita a Rosta - Trovit,Trovit,https://case.trovit.it/villa-rosta,EVIDENZA_INSUFFICIENTE
83b2f7bee1d73a12a4c5,Rosta,16 Capannoni in affitto a Rosta - Mitula Case,Capannoni logistica,https://immobiliare.mitula.it/affitto-capannone-rosta,EVIDENZA_INSUFFICIENTE
e9ccb9df9a1a8e20e73b,Rosta,5 capannones in affitto a Rosta - Trovit,Trovit,https://case.trovit.it/affitto-capannone-rosta,EVIDENZA_INSUFFICIENTE
11f8295580ee98cea864,Rubiana,Case in vendita da Privati a Rubiana - CasaDaPrivato.it,Mercato residenziale,https://www.casadaprivato.it/annunci-vendita/immobili/torino-rubiana,PAGINA_CATEGORIA
e614faef9025c48000d8,Salbertrand,"Case in vendita a Salbertrand, Valli Susa, Sangone",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-vendita/salbertrand-valli-susa-sangone,PAGINA_CATEGORIA
929f74dc4267a2bd3aec,Salbertrand,Appartamenti in vendita Salbertrand - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/salbertrand/,EVIDENZA_INSUFFICIENTE
202af9b3bed6099ce69b,San Didero,Quanto vale una casa a San Didero (TO) — prezzi al m² 2° semestre 2025,Mercato residenziale,https://tuttocalcolo.it/valore-immobili/to/san-didero,EVIDENZA_INSUFFICIENTE
f0bd72a403283f3a7510,San Giorio di Susa,"Case in vendita a San Giorio di Susa, Valli Susa, Sangone",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-vendita/san-giorio-di-susa-valli-susa-sangone,PAGINA_CATEGORIA
e8b0c0e52f342c0303c0,San Giorio di Susa,102 Case in vendita a San Giorio Di Susa - Mitula Case,Mercato residenziale,https://immobiliare.mitula.it/casa-san-giorio-susa,EVIDENZA_INSUFFICIENTE
2cda8d74b2b9a0f6646a,Sangano,"Case in vendita a Sangano, Torino Ovest",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-vendita/sangano-torino-ovest,PAGINA_CATEGORIA
aefa16fd4693487f0cfa,Sant'Ambrogio di Torino,Case in vendita Sant'Ambrogio di Torino - Immobili - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/sant-ambrogio-di-torino/,PAGINA_CATEGORIA
65d8b4c0d0d78d13973b,Trana,Decine di ville in vendita a Trana Galletto. - Caasa,Mercato residenziale,https://www.caasa.it/torino/trana-zona-galletto/villa/in-vendita.html,EVIDENZA_INSUFFICIENTE
cc333a1bfc34844611ff,Trana,Articoli legno per magazzinaggio | Trana | F. A. Imballaggi,Capannoni logistica,https://www.faimballaggisrl.it/,EVIDENZA_INSUFFICIENTE
dc5d61a3eb0ebcb9d537,Vaie,51 immobili in vendita a Vaie - Trovit,Trovit,https://case.trovit.it/vaie,EVIDENZA_INSUFFICIENTE
7a5fead4b906789b1807,Val della Torre,Val della torre - Vendita case Piemonte - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/immobili/?q=val+della+torre,PAGINA_CATEGORIA
08dca210184b674f9ce2,Chianocco,"Appartamento in vendita, Chianocco con box, 96 mq • Wikicasa",Wikicasa,https://www.wikicasa.it/annuncio/30695067,EVIDENZA_INSUFFICIENTE
daedcf064131113669fe,Collegno,"Case in vendita a Centro, Collegno - Case in Vendita e in Affitto",Mercato residenziale,https://caseinvenditainaffitto.it/case-in-vendita/centro-collegno,PAGINA_CATEGORIA
3736000af536ca2df68a,Collegno,227 Locali commerciali in affitto a Collegno - Mitula Case,Commerciale negozi/locali,https://immobiliare.mitula.it/affitto-locale-commerciale-collegno,EVIDENZA_INSUFFICIENTE
6f965ee9e9168eb978c6,Giaveno,15.591 immobili in vendita a Giaveno - Nestoria,Nestoria,https://www.nestoria.it/immobiliare/vendita/giaveno,EVIDENZA_INSUFFICIENTE
f772f6b9469305b895f4,Giaveno,Appartamenti in vendita Giaveno - Subito.it,Subito privati,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/giaveno/,EVIDENZA_INSUFFICIENTE
a817a2a58b929e8add68,Mattie,Case in vendita a Mattie • Wikicasa,Wikicasa,https://www.wikicasa.it/vendita-case/mattie/,PAGINA_CATEGORIA
