COMUNE,VIA,IMMOBILI_MONITORATI,STOCK_ATTIVO,PREZZO_MEDIANO,PREZZO_MQ_MEDIANO,PERMANENZA_MEDIANA_GG,RIBASSI_RILEVATI,USCITE_OSSERVATE
Rubiana,Borgata Balma Rubiana,1,0,,,4.0,0,1
Rubiana,Borgata Favella,2,1,,,8.5,0,1
Rubiana,Borgata Gabaira,1,0,,,0.0,0,1
Rubiana,Borgata Grattasola,1,0,,,5.0,0,1
Rubiana,Borgata Meinà,1,0,,,0.0,0,1
Rubiana,Borgata Ruatta,1,0,,,0.0,0,1
Rubiana,Borgata ferro raimondo,1,1,,,6.0,0,0
Rubiana,Via Roma,1,0,,,0.0,0,1
Rubiana,Via Rubiana,1,0,,,0.0,0,1
Rubiana,borgata franchino,1,0,,,4.0,0,1
Rubiana,via Dosso di Rubiana,1,0,,,4.0,0,1
Rubiana,via Europa,1,0,,,4.0,0,1
Rubiana,via Roma,5,1,,,0.0,0,4
Salbertrand,Via Salbertrand,2,2,,,3.0,0,0
Salbertrand,frazione San Romano Salbertrand. Buono,1,0,,,3.0,0,1
Salbertrand,via Ludovico Bellardi,1,1,,,3.0,0,0
Salbertrand,via Millaures,1,0,,,0.0,0,1
Salbertrand,via SALBERTRAND,1,1,,,6.0,0,0
Salbertrand,via Salbertrand,1,1,,,8.0,0,0
Salbertrand,via Salbertrand. Buono,1,1,,,8.0,0,0
San Didero,Strada Gaudietti,3,0,,,0.0,0,3
San Didero,Via Braida,1,0,,,0.0,0,1
San Didero,Via Frassinere,1,0,,,0.0,0,1
San Didero,Via Roma,1,0,,,5.0,0,1
San Didero,strada della Triglia,1,0,,,0.0,0,1
San Didero,via A. Abegg,2,1,,,6.5,0,1
San Didero,via A.Abegg,1,0,,,12.0,0,1
San Didero,via Augusto Abegg,1,1,,,13.0,0,0
San Didero,via Braida,2,2,,,10.5,0,0
San Didero,via Braida. Nuovo,1,0,,,7.0,0,1
San Didero,via Maometto,1,0,,,0.0,0,1
San Gillio,Via Silvio Pellico,2,1,,,0.5,0,1
San Giorio,borgata Malpasso,1,1,,,12.0,0,0
San Giorio di Susa,Via Carlo Carli,1,0,,,0.0,0,1
San Giorio di Susa,Via Combattenti,1,0,,,0.0,0,1
San Giorio di Susa,Via Susa,4,0,,,2.5,0,4
San Giorio di Susa,frazione Città San Giorio di Susa. Buono,1,1,,,12.0,0,0
San Giorio di Susa,frazione Martinetti,1,0,,,0.0,0,1
San Giorio di Susa,via Carlo,2,1,,,6.0,0,1
San Giorio di Susa,via Carlo Carli,6,3,,,7.5,0,3
San Giorio di Susa,via Carlo Carli San Giorio di Susa,1,1,,,12.0,0,0
San Giorio di Susa,via Combattenti,1,1,,,12.0,0,0
San Giorio di Susa,via Don Cesare,2,1,,,6.5,0,1
San Giorio di Susa,via Don Cesare Martinetti,2,1,,,6.0,0,1
San Giorio di Susa,via Francesco,1,0,,,0.0,0,1
San Giorio di Susa,via Susa,3,3,,,8.0,0,0
San Giorio di Susa,via Walter Fontan,1,1,,,8.0,0,0
San Giorio di Susa,via carlo carli,1,1,,,12.0,0,0
San Giorio di Susa,via susa,1,1,,,12.0,0,0
San Valeriano,via Montenero,1,0,,,0.0,0,1
San Valeriano,via Ponte Dora,1,0,,,0.0,0,1
San Valeriano,via San Valeriano,8,4,,,8.0,0,4
San Valeriano,"via San Valeriano ,20",2,1,,,4.0,0,1
San Valeriano,via San Valeriano. Buono,1,1,,,7.0,0,0
San Valeriano,via ponte dora,1,0,,,0.0,0,1
San Valeriano,"via principale del paese e vicina al centro, appartamento al piano terra di",1,1,87000.0,,7.0,0,0
Sangano,Via Gino,1,0,,,0.0,0,1
Sangano,piazza Marco Matta,1,0,,,0.0,0,1
Sangano,via Cuminalunga,1,1,,,5.0,0,0
Sangano,via Merlino,1,1,,,3.0,0,0
Sangano,via Venezia,1,0,,,4.0,0,1
Sant'Ambrogio di Torino,Strada Antica di Francia,1,1,225000.0,1562.5,8.0,0,0
Sant'Ambrogio di Torino,Via Falconero,1,0,,,1.0,0,1
Sant'Ambrogio di Torino,Via Umberto I,3,0,,,1.0,0,3
Sant'Ambrogio di Torino,Via Umberto I s.n.c,1,0,,,0.0,0,1
Sant'Ambrogio di Torino,via Giaveno Sant'Ambrogio di Torino. Da,2,2,,,6.5,0,0
Sant'Ambrogio di Torino,via Pautassi Sant'Ambrogio di Torino,1,1,,,8.0,0,0
Sant'Ambrogio di Torino,via Umberto I,1,0,,,0.0,0,1
Sant'Ambrogio di Torino,via ex internati,1,1,,,8.0,0,0
Sant'Antonino di Susa,Piazza Libertà,1,0,,,0.0,0,1
Sant'Antonino di Susa,Strada Pianpalmero s.n.c,1,0,,,16.0,0,1
Sant'Antonino di Susa,Via Giuseppe Verdi,1,0,,,0.0,0,1
Sant'Antonino di Susa,Via Maisonetta,1,0,,,0.0,0,1
Sant'Antonino di Susa,Via Medagli,1,0,,,0.0,0,1
Sant'Antonino di Susa,Via Moncenisio,1,0,,,0.0,0,1
Sant'Antonino di Susa,Viale IV Novembre,1,0,,,0.0,0,1
Sant'Antonino di Susa,corso Stati Uniti,1,1,,,2.0,0,0
Sant'Antonino di Susa,via Assietta,1,0,,,12.0,0,1
Sant'Antonino di Susa,via Giuseppe,1,0,,,10.0,0,1
Sant'Antonino di Susa,via Maisonetta,1,1,,,12.0,0,0
Sant'Antonino di Susa,via Mario,2,2,,,10.0,0,0
Sant'Antonino di Susa,via Medagli,5,2,,,7.0,0,3
Sant'Antonino di Susa,via Moncenisio,3,1,,,6.0,0,2
Sant'Antonino di Susa,via Roma,1,0,,,8.0,0,1
Sant'Antonino di Susa,via Superga,1,1,,,13.0,0,0
Sant'Antonino di Susa,via Torino. Sant'Antonino di Susa. Ottimo stato,1,1,,,13.0,0,0
Sant'Antonino di Susa,via Vaie,1,1,,,6.0,0,0
Sant'Antonino di Susa,via Vignassa,2,2,,,6.0,0,0
Sant'Antonino di Susa,via abegg,1,1,,,5.0,0,0
Sant'Antonino di Susa,via aurelia,1,1,,,12.0,0,0
Sant'Antonino di Susa,via medagli,1,1,,,13.0,0,0
Sant'Antonino di Susa,via moncenisio Sant'Antonino di Susa,1,0,,,0.0,0,1
Susa,Corso Susa,1,0,,,0.0,0,1
Susa,Via Antica di Susa,1,0,,,0.0,0,1
Susa,Via Martiri della Libertà,1,0,,,4.0,0,1
Susa,Via Susa,1,0,,,0.0,0,1
Susa,corso Luciano Couvert,1,1,,,13.0,0,0
Susa,corso Susa,4,1,,,0.0,0,3
Susa,corso stati uniti. Susa. Buono stato,1,0,,,0.0,0,1
Susa,via Antica di Susa,1,1,,,8.0,0,0
Susa,via Suffis Meana di Susa. Da,1,1,,,12.0,0,0
Susa,via Susa,2,1,,,6.5,0,1
Susa,via Traverse Meana di Susa. Buono,1,0,,,4.0,0,1
Susa,via Traverse. Buono,1,1,,,7.0,0,0
Susa,via dei Sei Martiri,1,1,,,13.0,0,0
Susa,via dei sei martiri. Buono,1,0,,,0.0,0,1
Trana,Borgata Colombè Inferiore,2,0,,,1.5,0,2
Trana,Borgata Cordero,1,1,,,18.0,0,0
Trana,Borgata Udritto,1,1,120000.0,,18.0,0,0
Trana,Piazza della libertà s.n.c,1,0,,,0.0,0,1
Trana,Strada Avigliana,2,1,,,13.5,0,1
Trana,Via Santuario,1,0,,,17.0,0,1
Trana,Via Vercelli,1,0,,,0.0,0,1
Trana,piazza Libertà. Ottimo stato,1,0,,,3.0,0,1
Trana,via Dante Alighieri,1,1,,,18.0,0,0
Trana,via Lunga,1,1,,,13.0,0,0
Trana,via Piave,1,1,,,18.0,0,0
Trana,via Raffaello Sanzio,1,0,,,0.0,0,1
Trana,via Roma,1,1,,,18.0,0,0
Trana,via Vercelli,1,1,,,18.0,0,0
Trana,via alessandria,1,0,,,0.0,0,1
Vaie,Via Peirolero,1,1,,,23.0,0,0
Vaie,Via Roma,1,1,,,8.0,0,0
Vaie,Vicolo Superiore,1,0,,,20.0,0,1
Vaie,piazza del Priore,1,0,,,0.0,0,1
Vaie,via I Maggio,1,1,,,13.0,0,0
Vaie,via Peirolero,1,1,,,13.0,0,0
Vaie,via Torino,1,1,,,13.0,0,0
Vaie,via Vaie,1,1,95000.0,,4.0,0,0
Val della Torre,Via Bertolotto,2,0,,,4.0,0,2
Val della Torre,Via Borgonuovo,1,0,,,4.0,0,1
Val della Torre,Via Chiaberge,1,0,,,4.0,0,1
Val della Torre,Via San Lucia,1,0,,,4.0,0,1
Val della Torre,Via Sis,1,0,,,0.0,0,1
Val della Torre,Via Sis a Val della Torre,1,0,,,0.0,0,1
Val della Torre,Via Val della Torre,7,1,,,4.0,0,6
Val della Torre,via Borgo Nuovo,1,1,,,13.0,0,0
Val della Torre,via Fornace,2,0,,,1.0,0,2
Val della Torre,via Gibbione,1,0,,,2.0,0,1
Val della Torre,via Montelera,1,0,,,0.0,0,1
Val della Torre,via Sis,1,0,,,2.0,0,1
Val della Torre,via Val della Torre,2,0,,,2.0,0,2
Val della Torre,via mulino,1,0,,,0.0,0,1
Valgioie,Borgata Chiapero,2,2,,,13.0,0,0
Valgioie,Borgata Chiappero,3,2,,,6.0,0,1
Valgioie,via Valgioie,2,1,,,9.0,0,1
Venaus,Frazione Bar Cenisio,2,0,,,2.0,0,2
Venaus,Via Antica Reale,1,0,,,1.0,0,1
Venaus,frazione Molino,1,1,44043.0,,5.0,0,0
Villar Dora,Via Celle,1,0,,,10.0,0,1
Villar Dora,via Al Cerrone,1,1,,,12.0,0,0
Villar Dora,via Borgionera,1,0,,,10.0,0,1
Villar Dora,via Celle,2,0,,,0.0,0,2
Villar Dora,via Cuminie,1,0,,,1.0,0,1
Villar Dora,via San Vincenzo,1,1,,,0.0,0,0
Villar Dora,via Sant'Anastasio,1,0,,,4.0,0,1
Villar Dora,via Sotto Castello,1,0,,,0.0,0,1
Villar Dora,vicolo Genta,1,0,,,7.0,0,1
Villar Focchiardo,Borgata Lanzore,1,1,,,0.0,0,0
Villar Focchiardo,Via Chiesali a Villar Focchiardo,1,0,,,2.0,0,1
Villar Focchiardo,Via Chiesali s.n.c,1,0,,,2.0,0,1
Villar Focchiardo,Via Dante Alighieri,1,1,,,0.0,0,0
Villar Focchiardo,Via Giaconera,1,1,,,0.0,0,0
Villar Focchiardo,Via Pelissero,1,1,,,0.0,0,0
Villar Focchiardo,Via Preinera a Villar Focchiardo,1,0,,,5.0,0,1
Villar Focchiardo,Via Roma,1,1,,,0.0,0,0
Villar Focchiardo,via Chiesali,4,0,,,1.0,0,4
Villar Focchiardo,via Chiesali Villar Focchiardo. Posto,1,0,,,2.0,0,1
Villar Focchiardo,via Copotti,1,1,,,13.0,0,0
Villar Focchiardo,via Dante,1,0,,,0.0,0,1
Villar Focchiardo,via Villar Focchiardo,1,0,,,0.0,0,1
Villarbasse,Strada Camporosso,1,0,,,0.0,0,1
Villarbasse,Strada Truc Carlevè,1,0,,,4.0,0,1
Villarbasse,via Castaudi,1,0,,,4.0,0,1
Villarbasse,via Fratelli Roasio,1,0,,,5.0,0,1
Villarbasse,via Fratelli Vitrani,1,1,,,6.0,0,0
Villarbasse,via Frejus,1,0,,,0.0,0,1
Villarbasse,via Giuseppe Castaudi,1,0,,,4.0,0,1
Villarbasse,via Rivoli,1,0,,,4.0,0,1
Villarbasse,via Rivoli. Villarbasse. Ottimo stato,1,0,,,0.0,0,1
Villarbasse,via San Rocco,1,0,,,9.0,0,1
Villarbasse,via Villarbasse,4,2,,,0.5,0,2
Villarbasse,via casotto,1,0,,,0.0,0,1
